query_id,regime,correlation,method,budget,recall_at_k,secure_topk_exact,latency_ms,candidates,raw_candidates,distance_evals,policy_checks,policy_violations,deleted_violations,tenant_violations,certified
1,medium,positive,AdaptivePostFilter-IVF,300,0.0,0,0.4701949997070187,1,300,300,300,0,0,0,0
1,medium,positive,PACER-A,300,1.0,1,2.587611000308243,140,151,151,151,0,0,0,1
2,narrow,positive,PostFilter-IVF,300,0.4444444444444444,0,0.47293199986597756,4,300,300,300,0,0,0,0
2,narrow,positive,AdaptivePostFilter-IVF,300,0.4444444444444444,0,0.4079279997313279,4,300,300,300,0,0,0,0
2,narrow,positive,PACER-A,300,1.0,1,0.3589119996831869,9,9,9,9,0,0,0,1
3,cold,positive,PostFilter-IVF,300,0.0,0,0.36078799985261867,0,300,300,300,0,0,0,0
3,cold,positive,AdaptivePostFilter-IVF,300,0.0,0,0.37772999985463684,0,300,300,300,0,0,0,0
3,cold,positive,PACER-A,300,1.0,1,0.172709000253235,1,1,1,1,0,0,0,1
4,broad,positive,PostFilter-IVF,300,1.0,1,0.48715899993112544,119,300,300,300,0,0,0,0
4,broad,positive,AdaptivePostFilter-IVF,300,1.0,1,0.40797200017550495,114,300,300,300,0,0,0,0
4,broad,positive,PACER-A,300,1.0,1,1.0892410000451491,269,300,300,300,0,0,0,0
5,medium,positive,PostFilter-IVF,300,1.0,1,0.423671000135073,26,300,300,300,0,0,0,0
5,medium,positive,AdaptivePostFilter-IVF,300,1.0,1,0.35552000008465257,44,300,300,300,0,0,0,0
5,medium,positive,PACER-A,300,1.0,1,2.362119999816059,173,187,187,187,0,0,0,1
6,narrow,positive,PostFilter-IVF,300,0.6666666666666666,0,0.37580599973807693,2,300,300,300,0,0,0,0
6,narrow,positive,AdaptivePostFilter-IVF,300,1.0,1,0.34279900000910857,3,300,300,300,0,0,0,0
6,narrow,positive,PACER-A,300,1.0,1,0.13278100004754378,3,4,4,4,0,0,0,1
7,cold,positive,PostFilter-IVF,300,0.5,0,0.4183109999758017,1,300,300,300,0,0,0,0
7,cold,positive,AdaptivePostFilter-IVF,300,0.5,0,0.2839339999809454,1,300,300,300,0,0,0,0
7,cold,positive,PACER-A,300,1.0,1,0.22651300014331355,2,3,3,3,0,0,0,1
8,broad,positive,PostFilter-IVF,300,0.8,0,0.452071000381693,122,300,300,300,0,0,0,0
8,broad,positive,AdaptivePostFilter-IVF,300,0.6,0,0.35741100009545335,107,300,300,300,0,0,0,0
8,broad,positive,PACER-A,300,0.7,0,1.0115320001204964,264,300,300,300,0,0,0,0
9,medium,positive,PostFilter-IVF,300,0.4,0,0.3924200000255951,8,300,300,300,0,0,0,0
9,medium,positive,AdaptivePostFilter-IVF,300,0.3,0,0.30241100012062816,8,300,300,300,0,0,0,0
9,medium,positive,PACER-A,300,1.0,1,2.481488000285026,125,141,141,141,0,0,0,1
10,narrow,positive,PostFilter-IVF,300,0.6,0,0.37447799968504114,3,300,300,300,0,0,0,0
10,narrow,positive,AdaptivePostFilter-IVF,300,0.6,0,0.41515400016578496,3,300,300,300,0,0,0,0
10,narrow,positive,PACER-A,300,1.0,1,0.3199259999746573,5,5,5,5,0,0,0,1
11,cold,positive,PostFilter-IVF,300,0.5,0,0.42635199997675954,1,300,300,300,0,0,0,0
11,cold,positive,AdaptivePostFilter-IVF,300,0.5,0,0.40945900036604144,1,300,300,300,0,0,0,0
11,cold,positive,PACER-A,300,1.0,1,0.22680899974147906,2,3,3,3,0,0,0,1
12,broad,positive,PostFilter-IVF,300,0.7,0,0.37579899981210474,141,300,300,300,0,0,0,0
12,broad,positive,AdaptivePostFilter-IVF,300,0.6,0,0.454761000128201,123,300,300,300,0,0,0,0
12,broad,positive,PACER-A,300,0.6,0,0.9291619999203249,269,300,300,300,0,0,0,0
13,medium,positive,PostFilter-IVF,300,0.6,0,0.4089279996151163,8,300,300,300,0,0,0,0
13,medium,positive,AdaptivePostFilter-IVF,300,0.3,0,0.3654030001598585,8,300,300,300,0,0,0,0
13,medium,positive,PACER-A,300,1.0,1,1.9567210001696367,123,130,130,130,0,0,0,1
14,narrow,positive,PostFilter-IVF,300,1.0,1,0.37539899994953885,3,300,300,300,0,0,0,0
14,narrow,positive,AdaptivePostFilter-IVF,300,1.0,1,0.27167300004293793,3,300,300,300,0,0,0,0
14,narrow,positive,PACER-A,300,1.0,1,0.12418000005709473,3,3,3,3,0,0,0,1
15,cold,positive,PostFilter-IVF,300,0.6666666666666666,0,0.517299999955867,2,300,300,300,0,0,0,0
15,cold,positive,AdaptivePostFilter-IVF,300,1.0,1,0.3083319998040679,3,300,300,300,0,0,0,0
15,cold,positive,PACER-A,300,1.0,1,0.13988599994263495,3,3,3,3,0,0,0,1
16,broad,positive,PostFilter-IVF,300,0.8,0,0.40410300016446854,136,300,300,300,0,0,0,0
16,broad,positive,AdaptivePostFilter-IVF,300,0.7,0,0.3217580001546594,131,300,300,300,0,0,0,0
16,broad,positive,PACER-A,300,0.8,0,0.8672909998495015,271,300,300,300,0,0,0,0
17,medium,positive,PostFilter-IVF,300,0.7,0,0.3303280000181985,11,300,300,300,0,0,0,0
17,medium,positive,AdaptivePostFilter-IVF,300,0.5,0,0.29239100013001007,10,300,300,300,0,0,0,0
17,medium,positive,PACER-A,300,1.0,1,2.4711910000405624,164,177,177,177,0,0,0,1
18,narrow,positive,PostFilter-IVF,300,0.3333333333333333,0,0.3442060001361824,1,300,300,300,0,0,0,0
18,narrow,positive,AdaptivePostFilter-IVF,300,0.0,0,0.33334999989165226,0,300,300,300,0,0,0,0
18,narrow,positive,PACER-A,300,1.0,1,0.2797140000438958,3,4,4,4,0,0,0,1
19,cold,positive,PostFilter-IVF,300,1.0,1,0.3370519998497912,1,300,300,300,0,0,0,0
19,cold,positive,AdaptivePostFilter-IVF,300,1.0,1,0.3311579998808156,1,300,300,300,0,0,0,0
19,cold,positive,PACER-A,300,1.0,1,0.13287000001582783,1,1,1,1,0,0,0,1
20,broad,positive,PostFilter-IVF,300,0.8,0,0.37502399982258794,118,300,300,300,0,0,0,0
20,broad,positive,AdaptivePostFilter-IVF,300,0.6,0,0.274535999778891,104,300,300,300,0,0,0,0
20,broad,positive,PACER-A,300,0.7,0,0.921599999855971,258,300,300,300,0,0,0,0
21,medium,positive,PostFilter-IVF,300,0.8,0,0.35881999974662904,10,300,300,300,0,0,0,0
21,medium,positive,AdaptivePostFilter-IVF,300,0.4,0,0.3381330002412142,9,300,300,300,0,0,0,0
21,medium,positive,PACER-A,300,1.0,1,2.269489999889629,117,130,130,130,0,0,0,1
22,narrow,positive,PostFilter-IVF,300,0.16666666666666666,0,0.3521829999044712,1,300,300,300,0,0,0,0
22,narrow,positive,AdaptivePostFilter-IVF,300,0.5,0,0.293651999982103,3,300,300,300,0,0,0,0
22,narrow,positive,PACER-A,300,1.0,1,0.34510399973441963,6,8,8,8,0,0,0,1
23,cold,positive,PostFilter-IVF,300,0.8333333333333334,0,0.35978200003228267,5,300,300,300,0,0,0,0
23,cold,positive,AdaptivePostFilter-IVF,300,1.0,1,0.29723099987677415,6,300,300,300,0,0,0,0
23,cold,positive,PACER-A,300,1.0,1,0.12759799983541598,6,6,6,6,0,0,0,1
24,broad,positive,PostFilter-IVF,300,0.8,0,0.39608099996257806,134,300,300,300,0,0,0,0
24,broad,positive,AdaptivePostFilter-IVF,300,0.5,0,0.3204730001016287,153,300,300,300,0,0,0,0
24,broad,positive,PACER-A,300,0.7,0,0.8353949997399468,276,300,300,300,0,0,0,0
25,medium,positive,PostFilter-IVF,300,0.6,0,0.3223000003345078,12,300,300,300,0,0,0,0
25,medium,positive,AdaptivePostFilter-IVF,300,0.5,0,0.2856900000551832,13,300,300,300,0,0,0,0
25,medium,positive,PACER-A,300,1.0,1,2.411308999853645,185,203,203,203,0,0,0,1
26,narrow,positive,PostFilter-IVF,300,0.3333333333333333,0,0.33972799974435475,1,300,300,300,0,0,0,0
26,narrow,positive,AdaptivePostFilter-IVF,300,0.3333333333333333,0,0.2902329997596098,1,300,300,300,0,0,0,0
26,narrow,positive,PACER-A,300,1.0,1,0.30172600008882,3,4,4,4,0,0,0,1
27,cold,positive,PostFilter-IVF,300,0.4,0,0.31535700009044376,2,300,300,300,0,0,0,0
27,cold,positive,AdaptivePostFilter-IVF,300,0.6,0,0.3367529998286045,3,300,300,300,0,0,0,0
27,cold,positive,PACER-A,300,1.0,1,0.2641599999151367,5,6,6,6,0,0,0,1
28,broad,positive,PostFilter-IVF,300,0.7,0,0.3285669999968377,110,300,300,300,0,0,0,0
28,broad,positive,AdaptivePostFilter-IVF,300,0.3,0,0.34078300041073817,77,300,300,300,0,0,0,0
28,broad,positive,PACER-A,300,0.6,0,0.9716730000945972,262,300,300,300,0,0,0,0
29,medium,positive,PostFilter-IVF,300,0.5,0,0.32583899974270025,13,300,300,300,0,0,0,0
29,medium,positive,AdaptivePostFilter-IVF,300,0.3,0,0.26476499988348223,10,300,300,300,0,0,0,0
29,medium,positive,PACER-A,300,1.0,1,2.0840799998040893,115,128,128,128,0,0,0,1
30,narrow,positive,PostFilter-IVF,300,0.6666666666666666,0,0.3651870001704083,2,300,300,300,0,0,0,0
30,narrow,positive,AdaptivePostFilter-IVF,300,1.0,1,0.30369400019480963,3,300,300,300,0,0,0,0
30,narrow,positive,PACER-A,300,1.0,1,0.13095900021653506,3,5,5,5,0,0,0,1
31,cold,positive,PostFilter-IVF,300,1.0,1,0.3601880002861435,1,300,300,300,0,0,0,0
31,cold,positive,AdaptivePostFilter-IVF,300,1.0,1,0.2637040001900459,1,300,300,300,0,0,0,0
31,cold,positive,PACER-A,300,1.0,1,0.11118299971712986,1,1,1,1,0,0,0,1
0,broad,positive,PostFilter-IVF,600,1.0,1,0.5793690002064977,287,600,600,600,0,0,0,0
0,broad,positive,AdaptivePostFilter-IVF,600,1.0,1,0.5289699997774733,272,600,600,600,0,0,0,0
0,broad,positive,PACER-A,600,1.0,1,1.3881079999009671,560,600,600,600,0,0,0,0
1,medium,positive,PostFilter-IVF,600,0.2,0,0.5066290000286244,7,600,600,600,0,0,0,0
1,medium,positive,AdaptivePostFilter-IVF,600,0.0,0,0.5438899997898261,4,600,600,600,0,0,0,0
1,medium,positive,PACER-A,600,1.0,1,2.1398660001068492,140,151,151,151,0,0,0,1
2,narrow,positive,PostFilter-IVF,600,0.4444444444444444,0,0.5250369999885152,4,600,600,600,0,0,0,0
2,narrow,positive,AdaptivePostFilter-IVF,600,0.4444444444444444,0,0.5500520001078257,4,600,600,600,0,0,0,0
2,narrow,positive,PACER-A,600,1.0,1,0.27095399991594604,9,9,9,9,0,0,0,1
3,cold,positive,PostFilter-IVF,600,0.0,0,0.5487789999278903,0,600,600,600,0,0,0,0
3,cold,positive,AdaptivePostFilter-IVF,600,0.0,0,0.5301880000843084,0,600,600,600,0,0,0,0
