query_id,regime,correlation,method,n,dim,k,allowed_count,selectivity,returned,recall_at_k,secure_topk_exact,failure_mode,policy_violations,deleted_violations,tenant_violations,explanation_valid,explanation_total,explanation_accuracy,latency_ms,raw_candidates,candidates,distance_evals,policy_checks,summary_checks,visited_cluster_count,certified,certified_and_exact,certificate_false_positive,certificate_gap,truncated_visible_slice
0,broad,positive,ExactSecure,8000,64,10,3753,0.469125,10,1.0,1,none,0,0,0,10,10,1.0,4.427157000009174,8000,3753,3753,8000,0,0,1,1,0,0.0,0
0,broad,positive,PreFilter-Exact,8000,64,10,3753,0.469125,10,1.0,1,none,0,0,0,10,10,1.0,4.238662999796361,8000,3753,3753,8000,0,0,1,1,0,0.0,0
0,broad,positive,BitmapSlice-Exact,8000,64,10,3753,0.469125,10,1.0,1,none,0,0,0,10,10,1.0,7.033335999949486,3987,3753,3753,3987,0,0,1,1,0,0.0,0
0,broad,positive,ScalarOnly,8000,64,10,3753,0.469125,10,0.0,0,ranking_truncation,0,0,0,10,10,1.0,3.9984889999686857,8000,3753,0,8000,0,0,0,1,0,0.0,0
0,broad,positive,PostFilter-IVF,8000,64,10,3753,0.469125,10,1.0,1,none,0,0,0,10,10,1.0,1.575595999838697,1600,724,1600,1600,0,8,0,1,0,0.0,0
0,broad,positive,AdaptivePostFilter-IVF,8000,64,10,3753,0.469125,10,1.0,1,none,0,0,0,10,10,1.0,4.494317000080628,4800,2290,4800,4800,0,29,0,1,0,0.0,0
0,broad,positive,ExactPrefix-PostFilter,8000,64,10,3753,0.469125,10,1.0,1,none,0,0,0,10,10,1.0,1.8426199999339588,1600,774,8000,1600,0,0,0,1,0,0.0,0
0,broad,positive,TenantPartition-IVF,8000,64,10,3753,0.469125,10,1.0,1,none,0,0,0,10,10,1.0,1.225916999828769,1600,724,1600,1600,0,8,0,1,0,0.0,0
0,broad,positive,PreFilter-IVF,8000,64,10,3753,0.469125,10,0.9,0,ranking_truncation,0,0,0,10,10,1.0,1.8726360003711306,1860,865,865,1860,8,8,0,1,0,0.0,0
0,broad,positive,PACER-A,8000,64,10,3753,0.469125,10,1.0,1,none,0,0,0,10,10,1.0,7.966078000208654,1600,1505,1600,1600,19,19,0,1,0,0.5857582688331604,1
0,broad,positive,PACER-C,8000,64,10,3753,0.469125,10,1.0,1,none,0,0,0,10,10,1.0,10.120328000084555,3987,3753,3987,3987,48,48,1,1,0,0.0,0
0,broad,positive,PACER-X,8000,64,10,3753,0.469125,10,1.0,1,none,0,0,0,10,10,1.0,10.212280999894574,3987,3753,3987,3987,48,48,1,1,0,0.0,0
0,broad,positive,PACER-A-NoSlices,8000,64,10,3753,0.469125,10,0.9,0,ranking_truncation,0,0,0,10,10,1.0,1.92577000007077,1600,720,1600,1600,8,8,0,1,0,0.5974242687225342,1
0,broad,positive,PACER-A-NoBounds,8000,64,10,3753,0.469125,10,1.0,1,none,0,0,0,10,10,1.0,5.007693000152358,1600,1504,1600,1600,19,19,0,1,0,0.0,1
0,broad,positive,StaleNoRecheck,8000,64,10,3753,0.469125,10,1.0,1,none,0,0,0,10,10,1.0,1.3975970000501547,1600,768,1600,1600,0,8,0,1,0,0.0,0
0,broad,positive,NaiveNoPolicy,8000,64,10,3753,0.469125,10,0.7,0,ranking_truncation,0,0,3,7,10,0.7,0.5603209997389058,1600,1600,1600,0,0,8,0,1,0,0.0,0
1,medium,positive,ExactSecure,8000,64,10,183,0.022875,10,1.0,1,none,0,0,0,10,10,1.0,4.119336999792722,8000,183,183,8000,0,0,1,1,0,0.0,0
1,medium,positive,PreFilter-Exact,8000,64,10,183,0.022875,10,1.0,1,none,0,0,0,10,10,1.0,4.193910999674699,8000,183,183,8000,0,0,1,1,0,0.0,0
1,medium,positive,BitmapSlice-Exact,8000,64,10,183,0.022875,10,1.0,1,none,0,0,0,10,10,1.0,0.5162300003576092,207,183,183,207,0,0,1,1,0,0.0,0
1,medium,positive,ScalarOnly,8000,64,10,183,0.022875,10,0.1,0,ranking_truncation,0,0,0,10,10,1.0,4.435909000221727,8000,183,0,8000,0,0,0,1,0,0.0,0
1,medium,positive,PostFilter-IVF,8000,64,10,183,0.022875,10,0.7,0,ranking_truncation,0,0,0,10,10,1.0,1.1388199995963078,1377,31,1377,1377,0,8,0,1,0,0.0,0
1,medium,positive,AdaptivePostFilter-IVF,8000,64,10,183,0.022875,10,1.0,1,none,0,0,0,10,10,1.0,4.29401900009907,4800,105,4800,4800,0,29,0,1,0,0.0,0
1,medium,positive,ExactPrefix-PostFilter,8000,64,10,183,0.022875,10,1.0,1,none,0,0,0,10,10,1.0,1.7781080000531801,1600,40,8000,1600,0,0,0,1,0,0.0,0
1,medium,positive,TenantPartition-IVF,8000,64,10,183,0.022875,10,0.7,0,ranking_truncation,0,0,0,10,10,1.0,0.6864879997010576,1377,31,1377,1377,0,8,0,1,0,0.0,0
1,medium,positive,PreFilter-IVF,8000,64,10,183,0.022875,10,0.6,0,ranking_truncation,0,0,0,10,10,1.0,1.1360459998286387,1383,33,33,1383,8,8,0,1,0,0.0,0
1,medium,positive,PACER-A,8000,64,10,183,0.022875,10,1.0,1,none,0,0,0,10,10,1.0,3.1718919999548234,207,183,207,207,48,38,1,1,0,0.0,0
1,medium,positive,PACER-C,8000,64,10,183,0.022875,10,1.0,1,none,0,0,0,10,10,1.0,2.856672000234539,207,183,207,207,48,38,1,1,0,0.0,0
1,medium,positive,PACER-X,8000,64,10,183,0.022875,10,1.0,1,none,0,0,0,10,10,1.0,3.1409700000040175,207,183,207,207,48,38,1,1,0,0.0,0
1,medium,positive,PACER-A-NoSlices,8000,64,10,183,0.022875,10,0.6,0,ranking_truncation,0,0,0,10,10,1.0,1.5326650000133668,1600,37,1600,1600,10,10,0,1,0,0.816702738404274,1
1,medium,positive,PACER-A-NoBounds,8000,64,10,183,0.022875,10,1.0,1,none,0,0,0,10,10,1.0,2.8949279999324062,207,183,207,207,48,38,1,1,0,0.0,0
1,medium,positive,StaleNoRecheck,8000,64,10,183,0.022875,10,0.7,0,ranking_truncation,0,0,0,10,10,1.0,1.0243850001643295,1377,33,1377,1377,0,8,0,1,0,0.0,0
1,medium,positive,NaiveNoPolicy,8000,64,10,183,0.022875,10,0.1,0,ranking_truncation,8,2,6,1,10,0.1,0.34337499982939335,1377,1377,1377,0,0,8,0,1,0,0.0,0
2,narrow,positive,ExactSecure,8000,64,10,5,0.000625,5,1.0,1,none,0,0,0,5,5,1.0,4.155888999775925,8000,5,5,8000,0,0,1,1,0,0.0,0
2,narrow,positive,PreFilter-Exact,8000,64,10,5,0.000625,5,1.0,1,none,0,0,0,5,5,1.0,3.904174999661336,8000,5,5,8000,0,0,1,1,0,0.0,0
2,narrow,positive,BitmapSlice-Exact,8000,64,10,5,0.000625,5,1.0,1,none,0,0,0,5,5,1.0,0.1004980003926903,5,5,5,5,0,0,1,1,0,0.0,0
2,narrow,positive,ScalarOnly,8000,64,10,5,0.000625,5,1.0,0,ranking_truncation,0,0,0,5,5,1.0,3.77535200004786,8000,5,0,8000,0,0,0,1,0,0.0,0
2,narrow,positive,PostFilter-IVF,8000,64,10,5,0.000625,1,0.2,0,candidate_starvation,0,0,0,1,1,1.0,1.0381810002400016,1398,1,1398,1398,0,8,0,1,0,0.0,0
2,narrow,positive,AdaptivePostFilter-IVF,8000,64,10,5,0.000625,4,0.8,0,candidate_starvation,0,0,0,4,4,1.0,4.103330999896571,4800,4,4800,4800,0,31,0,1,0,0.0,0
2,narrow,positive,ExactPrefix-PostFilter,8000,64,10,5,0.000625,2,0.4,0,candidate_starvation,0,0,0,2,2,1.0,1.8721699998422991,1600,2,8000,1600,0,0,0,1,0,0.0,0
2,narrow,positive,TenantPartition-IVF,8000,64,10,5,0.000625,1,0.2,0,candidate_starvation,0,0,0,1,1,1.0,0.7430199998452736,1398,1,1398,1398,0,8,0,1,0,0.0,0
2,narrow,positive,PreFilter-IVF,8000,64,10,5,0.000625,5,1.0,1,none,0,0,0,5,5,1.0,0.9382389998791041,752,5,5,752,48,4,0,1,0,0.0,0
