query_id,kind,method,n,visible_count,recall_at_k,secure_topk_exact,failure_mode,latency_ms,candidates,raw_candidates,policy_checks,certified,certificate_false_positive
62,antijoin,PACER-X-SQL,9000,2363,1.0,1,none,2.3602569999638945,2363,9000,9000,1,0
63,mixed,ExactSQL,9000,3109,1.0,1,none,0.21522099996218458,3109,9000,9000,1,0
63,mixed,PostFilter-SQL,9000,3109,0.7,0,ranking_truncation,0.07972799994604429,447,1213,1213,0,0
63,mixed,PACER-A-SQL,9000,3109,1.0,1,none,1.2131270000281802,1720,4800,4800,0,0
63,mixed,PACER-X-SQL,9000,3109,1.0,1,none,2.2075819999827218,3109,9000,9000,1,0
64,dnf,ExactSQL,9000,297,1.0,1,none,0.04088500008947449,297,9000,9000,1,0
64,dnf,PostFilter-SQL,9000,297,0.6,0,ranking_truncation,0.041667000004963484,37,1013,1013,0,0
64,dnf,PACER-A-SQL,9000,297,0.9,0,ranking_truncation,1.08744499993918,139,4800,4800,0,0
64,dnf,PACER-X-SQL,9000,297,1.0,1,none,1.8311300000277697,297,8473,8473,1,0
65,semijoin,ExactSQL,9000,234,1.0,1,none,0.03936399980375427,234,9000,9000,1,0
65,semijoin,PostFilter-SQL,9000,234,0.2,0,ranking_truncation,0.04099400007362419,17,1115,1115,0,0
65,semijoin,PACER-A-SQL,9000,234,1.0,1,none,1.5668030000597355,119,4800,4800,0,0
65,semijoin,PACER-X-SQL,9000,234,1.0,1,none,1.8352849999700993,234,7925,7925,1,0
66,antijoin,ExactSQL,9000,2471,1.0,1,none,0.16710700015210023,2471,9000,9000,1,0
66,antijoin,PostFilter-SQL,9000,2471,0.9,0,ranking_truncation,0.08857900002112729,301,1222,1222,0,0
66,antijoin,PACER-A-SQL,9000,2471,1.0,1,none,1.201567999942199,1335,4800,4800,0,0
66,antijoin,PACER-X-SQL,9000,2471,1.0,1,none,2.165655999988303,2471,9000,9000,1,0
67,mixed,ExactSQL,9000,1867,1.0,1,none,0.1276860000416491,1867,9000,9000,1,0
67,mixed,PostFilter-SQL,9000,1867,0.7,0,ranking_truncation,0.06159400004435156,249,1150,1150,0,0
67,mixed,PACER-A-SQL,9000,1867,0.8,0,ranking_truncation,1.200004999873272,939,4800,4800,0,0
67,mixed,PACER-X-SQL,9000,1867,1.0,1,none,2.1395989999746234,1867,9000,9000,1,0
68,dnf,ExactSQL,9000,333,1.0,1,none,0.04186699993624643,333,9000,9000,1,0
68,dnf,PostFilter-SQL,9000,333,0.6,0,ranking_truncation,0.0666159999127558,53,1065,1065,0,0
68,dnf,PACER-A-SQL,9000,333,0.8,0,ranking_truncation,1.1700739999014331,206,4800,4800,0,0
68,dnf,PACER-X-SQL,9000,333,1.0,1,none,1.8030520000138495,333,8372,8372,1,0
69,semijoin,ExactSQL,9000,236,1.0,1,none,0.046442999973805854,236,9000,9000,1,0
69,semijoin,PostFilter-SQL,9000,236,0.7,0,ranking_truncation,0.04644600016945333,30,1216,1216,0,0
69,semijoin,PACER-A-SQL,9000,236,1.0,1,none,1.0885649999181624,137,4800,4800,0,0
69,semijoin,PACER-X-SQL,9000,236,1.0,1,none,1.7781019998892589,236,8086,8086,1,0
70,antijoin,ExactSQL,9000,2188,1.0,1,none,0.16841899991959508,2188,9000,9000,1,0
70,antijoin,PostFilter-SQL,9000,2188,0.8,0,ranking_truncation,0.06987299980210082,277,1053,1053,0,0
70,antijoin,PACER-A-SQL,9000,2188,1.0,1,none,1.2851989999944635,1230,4800,4800,0,0
70,antijoin,PACER-X-SQL,9000,2188,1.0,1,none,2.1806780000588333,2188,9000,9000,1,0
71,mixed,ExactSQL,9000,1898,1.0,1,none,0.17008200006785046,1898,9000,9000,1,0
71,mixed,PostFilter-SQL,9000,1898,0.8,0,ranking_truncation,0.09649699995861738,227,932,932,0,0
71,mixed,PACER-A-SQL,9000,1898,1.0,1,none,1.2843419999626349,992,4800,4800,0,0
71,mixed,PACER-X-SQL,9000,1898,1.0,1,none,2.1963409999443684,1898,9000,9000,1,0
72,dnf,ExactSQL,9000,193,1.0,1,none,0.03739599992513831,193,9000,9000,1,0
72,dnf,PostFilter-SQL,9000,193,0.6,0,ranking_truncation,0.0704150002093229,29,997,997,0,0
72,dnf,PACER-A-SQL,9000,193,1.0,1,none,1.0371020000548015,119,4800,4800,0,0
72,dnf,PACER-X-SQL,9000,193,1.0,1,none,1.661989000012909,193,7911,7911,1,0
73,semijoin,ExactSQL,9000,261,1.0,1,none,0.04122499990444339,261,9000,9000,1,0
73,semijoin,PostFilter-SQL,9000,261,0.3,0,ranking_truncation,0.04309500013732759,22,1133,1133,0,0
73,semijoin,PACER-A-SQL,9000,261,1.0,1,none,1.0561259998667083,142,4800,4800,0,0
73,semijoin,PACER-X-SQL,9000,261,1.0,1,none,1.6591319999861298,261,8485,8485,1,0
74,antijoin,ExactSQL,9000,2419,1.0,1,none,0.16258899995591491,2419,9000,9000,1,0
74,antijoin,PostFilter-SQL,9000,2419,1.0,1,none,0.0672209998811013,225,877,877,0,0
74,antijoin,PACER-A-SQL,9000,2419,1.0,1,none,1.2583610000547196,1231,4800,4800,0,0
74,antijoin,PACER-X-SQL,9000,2419,1.0,1,none,2.186521000112407,2419,9000,9000,1,0
75,mixed,ExactSQL,9000,1881,1.0,1,none,0.13524500013772922,1881,9000,9000,1,0
75,mixed,PostFilter-SQL,9000,1881,1.0,1,none,0.10404299996480404,317,1183,1183,0,0
75,mixed,PACER-A-SQL,9000,1881,1.0,1,none,1.1900409999725525,999,4800,4800,0,0
75,mixed,PACER-X-SQL,9000,1881,1.0,1,none,2.1032500001183507,1881,9000,9000,1,0
76,dnf,ExactSQL,9000,763,1.0,1,none,0.06220800014489214,763,9000,9000,1,0
76,dnf,PostFilter-SQL,9000,763,0.6,0,ranking_truncation,0.04843200008508575,120,1059,1059,0,0
76,dnf,PACER-A-SQL,9000,763,0.9,0,ranking_truncation,1.1392259998501686,445,4800,4800,0,0
76,dnf,PACER-X-SQL,9000,763,1.0,1,none,2.1027969999067864,763,8967,8967,1,0
77,semijoin,ExactSQL,9000,245,1.0,1,none,0.04004599986728863,245,9000,9000,1,0
77,semijoin,PostFilter-SQL,9000,245,0.5,0,ranking_truncation,0.058536999858915806,30,1128,1128,0,0
77,semijoin,PACER-A-SQL,9000,245,1.0,1,none,1.1182279999957245,141,4800,4800,0,0
77,semijoin,PACER-X-SQL,9000,245,1.0,1,none,2.041456000142716,245,8798,8798,1,0
78,antijoin,ExactSQL,9000,2198,1.0,1,none,0.16682199998285796,2198,9000,9000,1,0
78,antijoin,PostFilter-SQL,9000,2198,0.8,0,ranking_truncation,0.07565100008832815,257,975,975,0,0
78,antijoin,PACER-A-SQL,9000,2198,1.0,1,none,1.6458220000004076,1135,4800,4800,0,0
78,antijoin,PACER-X-SQL,9000,2198,1.0,1,none,3.1117949999952543,2198,9000,9000,1,0
79,mixed,ExactSQL,9000,2922,1.0,1,none,0.3012350000517472,2922,9000,9000,1,0
79,mixed,PostFilter-SQL,9000,2922,0.5,0,ranking_truncation,0.13281399992592924,375,1084,1084,0,0
79,mixed,PACER-A-SQL,9000,2922,1.0,1,none,1.8410979998861876,1584,4800,4800,0,0
79,mixed,PACER-X-SQL,9000,2922,1.0,1,none,3.202112000053603,2922,9000,9000,1,0
80,dnf,ExactSQL,9000,783,1.0,1,none,0.07647400002497307,783,9000,9000,1,0
80,dnf,PostFilter-SQL,9000,783,0.6,0,ranking_truncation,0.0512240001171449,56,924,924,0,0
80,dnf,PACER-A-SQL,9000,783,0.9,0,ranking_truncation,1.384790999964025,434,4800,4800,0,0
80,dnf,PACER-X-SQL,9000,783,1.0,1,none,2.6196679998520267,783,9000,9000,1,0
81,semijoin,ExactSQL,9000,265,1.0,1,none,0.06435800014514825,265,9000,9000,1,0
81,semijoin,PostFilter-SQL,9000,265,0.5,0,ranking_truncation,0.09376299999530602,31,1092,1092,0,0
81,semijoin,PACER-A-SQL,9000,265,1.0,1,none,1.1103990000265185,145,4800,4800,0,0
81,semijoin,PACER-X-SQL,9000,265,1.0,1,none,1.8448719999923924,265,8802,8802,1,0
82,antijoin,ExactSQL,9000,2313,1.0,1,none,0.1931379999859928,2313,9000,9000,1,0
82,antijoin,PostFilter-SQL,9000,2313,0.7,0,ranking_truncation,0.07400000004054164,307,1206,1206,0,0
82,antijoin,PACER-A-SQL,9000,2313,0.8,0,ranking_truncation,1.2884099999155296,1198,4800,4800,0,0
82,antijoin,PACER-X-SQL,9000,2313,1.0,1,none,2.143022999916866,2313,9000,9000,1,0
83,mixed,ExactSQL,9000,1941,1.0,1,none,0.14988700013418566,1941,9000,9000,1,0
83,mixed,PostFilter-SQL,9000,1941,0.7,0,ranking_truncation,0.0695999999607011,288,1302,1302,0,0
83,mixed,PACER-A-SQL,9000,1941,1.0,1,none,1.2749810000514117,1106,4800,4800,0,0
83,mixed,PACER-X-SQL,9000,1941,1.0,1,none,2.1119030000136263,1941,9000,9000,1,0
84,dnf,ExactSQL,9000,412,1.0,1,none,0.04748600008497306,412,9000,9000,1,0
84,dnf,PostFilter-SQL,9000,412,0.7,0,ranking_truncation,0.07033300016701105,45,788,788,0,0
84,dnf,PACER-A-SQL,9000,412,1.0,1,none,1.1621989999639482,262,4800,4800,0,0
84,dnf,PACER-X-SQL,9000,412,1.0,1,none,1.8827619999228773,412,8313,8313,1,0
85,semijoin,ExactSQL,9000,260,1.0,1,none,0.040821000084179104,260,9000,9000,1,0
85,semijoin,PostFilter-SQL,9000,260,0.4,0,ranking_truncation,0.04213600004732143,26,1228,1228,0,0
85,semijoin,PACER-A-SQL,9000,260,1.0,1,none,1.078937999864138,161,4800,4800,0,0
85,semijoin,PACER-X-SQL,9000,260,1.0,1,none,1.9118960001378582,260,8410,8410,1,0
86,antijoin,ExactSQL,9000,2178,1.0,1,none,0.1695630000995152,2178,9000,9000,1,0
86,antijoin,PostFilter-SQL,9000,2178,0.7,0,ranking_truncation,0.10928200003945676,269,1133,1133,0,0
86,antijoin,PACER-A-SQL,9000,2178,1.0,1,none,1.3494250001713226,1236,4800,4800,0,0
86,antijoin,PACER-X-SQL,9000,2178,1.0,1,none,2.147828000033769,2178,9000,9000,1,0
87,mixed,ExactSQL,9000,1830,1.0,1,none,0.12834199992539652,1830,9000,9000,1,0
87,mixed,PostFilter-SQL,9000,1830,1.0,1,none,0.0637900000128866,255,1007,1007,0,0
87,mixed,PACER-A-SQL,9000,1830,1.0,1,none,1.3143930000296677,1008,4800,4800,0,0
87,mixed,PACER-X-SQL,9000,1830,1.0,1,none,2.160135000167429,1830,9000,9000,1,0
88,dnf,ExactSQL,9000,286,1.0,1,none,0.059766000049421564,286,9000,9000,1,0
88,dnf,PostFilter-SQL,9000,286,0.5,0,ranking_truncation,0.061408999954437604,51,1342,1342,0,0
88,dnf,PACER-A-SQL,9000,286,0.9,0,ranking_truncation,1.2754240001413564,159,4800,4800,0,0
88,dnf,PACER-X-SQL,9000,286,1.0,1,none,1.7745410000316042,286,7948,7948,1,0
89,semijoin,ExactSQL,9000,260,1.0,1,none,0.042797999867616454,260,9000,9000,1,0
89,semijoin,PostFilter-SQL,9000,260,0.6,0,ranking_truncation,0.042143999962718226,28,995,995,0,0
89,semijoin,PACER-A-SQL,9000,260,0.9,0,ranking_truncation,1.1045379999359284,152,4800,4800,0,0
89,semijoin,PACER-X-SQL,9000,260,1.0,1,none,1.8503500000406348,260,8642,8642,1,0
90,antijoin,ExactSQL,9000,2308,1.0,1,none,0.1594969999132445,2308,9000,9000,1,0
90,antijoin,PostFilter-SQL,9000,2308,0.8,0,ranking_truncation,0.06680900014544022,276,1182,1182,0,0
90,antijoin,PACER-A-SQL,9000,2308,1.0,1,none,1.239327999883244,1251,4800,4800,0,0
90,antijoin,PACER-X-SQL,9000,2308,1.0,1,none,2.2398150001663453,2308,9000,9000,1,0
91,mixed,ExactSQL,9000,1693,1.0,1,none,0.12055499996677099,1693,9000,9000,1,0
91,mixed,PostFilter-SQL,9000,1693,0.8,0,ranking_truncation,0.061029000107737374,227,1251,1251,0,0
91,mixed,PACER-A-SQL,9000,1693,1.0,1,none,1.210065999885046,832,4800,4800,0,0
91,mixed,PACER-X-SQL,9000,1693,1.0,1,none,2.115855000056399,1693,9000,9000,1,0
92,dnf,ExactSQL,9000,362,1.0,1,none,0.04403000002639601,362,9000,9000,1,0
92,dnf,PostFilter-SQL,9000,362,0.6,0,ranking_truncation,0.042487999962759204,52,809,809,0,0
92,dnf,PACER-A-SQL,9000,362,1.0,1,none,1.2539140000171756,196,4800,4800,0,0
92,dnf,PACER-X-SQL,9000,362,1.0,1,none,1.877451999916957,362,8620,8620,1,0
93,semijoin,ExactSQL,9000,239,1.0,1,none,0.04597099996317411,239,9000,9000,1,0
93,semijoin,PostFilter-SQL,9000,239,0.4,0,ranking_truncation,0.044744999968315824,27,1136,1136,0,0
93,semijoin,PACER-A-SQL,9000,239,1.0,1,none,1.132627000060893,137,4800,4800,0,0
93,semijoin,PACER-X-SQL,9000,239,1.0,1,none,1.6904950000480312,239,8285,8285,1,0
94,antijoin,ExactSQL,9000,2302,1.0,1,none,0.1960600000074919,2302,9000,9000,1,0
94,antijoin,PostFilter-SQL,9000,2302,1.0,1,none,0.0708739999026875,340,1263,1263,0,0
94,antijoin,PACER-A-SQL,9000,2302,1.0,1,none,1.3280440000471572,1215,4800,4800,0,0
94,antijoin,PACER-X-SQL,9000,2302,1.0,1,none,2.2643720001269685,2302,9000,9000,1,0
95,mixed,ExactSQL,9000,1882,1.0,1,none,0.16179899989765545,1882,9000,9000,1,0
95,mixed,PostFilter-SQL,9000,1882,0.7,0,ranking_truncation,0.06864300007691782,248,1124,1124,0,0
95,mixed,PACER-A-SQL,9000,1882,1.0,1,none,1.218144999938886,957,4800,4800,0,0
95,mixed,PACER-X-SQL,9000,1882,1.0,1,none,2.1648970000569534,1882,9000,9000,1,0
96,dnf,ExactSQL,9000,898,1.0,1,none,0.07150400006139535,898,9000,9000,1,0
96,dnf,PostFilter-SQL,9000,898,0.6,0,ranking_truncation,0.04907800007458718,81,1030,1030,0,0
96,dnf,PACER-A-SQL,9000,898,0.9,0,ranking_truncation,1.1539749998519255,490,4800,4800,0,0
96,dnf,PACER-X-SQL,9000,898,1.0,1,none,2.0155050001449126,898,8967,8967,1,0
97,semijoin,ExactSQL,9000,196,1.0,1,none,0.038485999994009035,196,9000,9000,1,0
97,semijoin,PostFilter-SQL,9000,196,0.8,0,ranking_truncation,0.04332100002102379,44,1253,1253,0,0
97,semijoin,PACER-A-SQL,9000,196,1.0,1,none,1.0992550000992196,125,4800,4800,0,0
97,semijoin,PACER-X-SQL,9000,196,1.0,1,none,1.7360550000375952,196,7533,7533,1,0
98,antijoin,ExactSQL,9000,2178,1.0,1,none,0.18601600004330976,2178,9000,9000,1,0
98,antijoin,PostFilter-SQL,9000,2178,0.6,0,ranking_truncation,0.06568899993908417,205,976,976,0,0
98,antijoin,PACER-A-SQL,9000,2178,1.0,1,none,1.2735210000300867,1081,4800,4800,0,0
98,antijoin,PACER-X-SQL,9000,2178,1.0,1,none,2.231532999985575,2178,9000,9000,1,0
99,mixed,ExactSQL,9000,1807,1.0,1,none,0.12253199997758202,1807,9000,9000,1,0
99,mixed,PostFilter-SQL,9000,1807,0.3,0,ranking_truncation,0.06619700002374884,274,1245,1245,0,0
99,mixed,PACER-A-SQL,9000,1807,1.0,1,none,1.2948940000114817,963,4800,4800,0,0
99,mixed,PACER-X-SQL,9000,1807,1.0,1,none,2.188948000139135,1807,9000,9000,1,0
100,dnf,ExactSQL,9000,596,1.0,1,none,0.10548900013418461,596,9000,9000,1,0
100,dnf,PostFilter-SQL,9000,596,0.7,0,ranking_truncation,0.05467899995892367,116,1229,1229,0,0
100,dnf,PACER-A-SQL,9000,596,1.0,1,none,1.2175740000657242,330,4800,4800,0,0
100,dnf,PACER-X-SQL,9000,596,1.0,1,none,1.9180980000328418,596,8781,8781,1,0
101,semijoin,ExactSQL,9000,270,1.0,1,none,0.04163500011600263,270,9000,9000,1,0
101,semijoin,PostFilter-SQL,9000,270,0.3,0,ranking_truncation,0.04107100016881304,31,903,903,0,0
101,semijoin,PACER-A-SQL,9000,270,0.8,0,ranking_truncation,1.1179680000168446,163,4800,4800,0,0
101,semijoin,PACER-X-SQL,9000,270,1.0,1,none,1.987159000009342,270,8724,8724,1,0
102,antijoin,ExactSQL,9000,2186,1.0,1,none,0.1749919999838312,2186,9000,9000,1,0
102,antijoin,PostFilter-SQL,9000,2186,0.6,0,ranking_truncation,0.06996600018283061,294,1248,1248,0,0
102,antijoin,PACER-A-SQL,9000,2186,0.9,0,ranking_truncation,1.4397059999282646,1258,4800,4800,0,0
102,antijoin,PACER-X-SQL,9000,2186,1.0,1,none,2.2786160000123346,2186,9000,9000,1,0
103,mixed,ExactSQL,9000,1905,1.0,1,none,0.14095000005909242,1905,9000,9000,1,0
103,mixed,PostFilter-SQL,9000,1905,0.8,0,ranking_truncation,0.06868100012979994,280,1160,1160,0,0
103,mixed,PACER-A-SQL,9000,1905,1.0,1,none,1.657137999927727,943,4800,4800,0,0
103,mixed,PACER-X-SQL,9000,1905,1.0,1,none,2.2329359999275766,1905,9000,9000,1,0
104,dnf,ExactSQL,9000,765,1.0,1,none,0.07561799998256902,765,9000,9000,1,0
104,dnf,PostFilter-SQL,9000,765,0.6,0,ranking_truncation,0.05544900000131747,129,1021,1021,0,0
104,dnf,PACER-A-SQL,9000,765,1.0,1,none,1.2645540000448818,442,4800,4800,0,0
104,dnf,PACER-X-SQL,9000,765,1.0,1,none,2.163715000051525,765,8948,8948,1,0
105,semijoin,ExactSQL,9000,235,1.0,1,none,0.040092000062941224,235,9000,9000,1,0
105,semijoin,PostFilter-SQL,9000,235,0.4,0,ranking_truncation,0.04357700004220533,35,1181,1181,0,0
105,semijoin,PACER-A-SQL,9000,235,0.9,0,ranking_truncation,1.1240860001180408,144,4800,4800,0,0
105,semijoin,PACER-X-SQL,9000,235,1.0,1,none,1.750463000007585,235,7792,7792,1,0
106,antijoin,ExactSQL,9000,2140,1.0,1,none,0.19868100002895517,2140,9000,9000,1,0
106,antijoin,PostFilter-SQL,9000,2140,0.9,0,ranking_truncation,0.06994000000304368,278,1132,1132,0,0
106,antijoin,PACER-A-SQL,9000,2140,1.0,1,none,1.411943999983123,1232,4800,4800,0,0
106,antijoin,PACER-X-SQL,9000,2140,1.0,1,none,2.156727999818031,2140,9000,9000,1,0
107,mixed,ExactSQL,9000,1886,1.0,1,none,0.13591099991572264,1886,9000,9000,1,0
107,mixed,PostFilter-SQL,9000,1886,0.8,0,ranking_truncation,0.05807000002278073,185,892,892,0,0
107,mixed,PACER-A-SQL,9000,1886,1.0,1,none,1.3193999998293293,957,4800,4800,0,0
107,mixed,PACER-X-SQL,9000,1886,1.0,1,none,2.2339600000123028,1886,9000,9000,1,0
108,dnf,ExactSQL,9000,613,1.0,1,none,0.054306000038195634,613,9000,9000,1,0
108,dnf,PostFilter-SQL,9000,613,0.8,0,ranking_truncation,0.06982900004004478,83,1197,1197,0,0
108,dnf,PACER-A-SQL,9000,613,0.9,0,ranking_truncation,1.076582999985476,312,4800,4800,0,0
108,dnf,PACER-X-SQL,9000,613,1.0,1,none,2.0483440000589326,613,8963,8963,1,0
109,semijoin,ExactSQL,9000,285,1.0,1,none,0.044640999931289116,285,9000,9000,1,0
109,semijoin,PostFilter-SQL,9000,285,0.8,0,ranking_truncation,0.04440200018507312,59,1034,1034,0,0
109,semijoin,PACER-A-SQL,9000,285,1.0,1,none,1.2786500001311651,183,4800,4800,0,0
109,semijoin,PACER-X-SQL,9000,285,1.0,1,none,2.0749889999933657,285,8374,8374,1,0
110,antijoin,ExactSQL,9000,2569,1.0,1,none,0.18208599999525177,2569,9000,9000,1,0
110,antijoin,PostFilter-SQL,9000,2569,0.5,0,ranking_truncation,0.06558499990205746,249,1009,1009,0,0
110,antijoin,PACER-A-SQL,9000,2569,0.9,0,ranking_truncation,1.2084489999324433,1284,4800,4800,0,0
110,antijoin,PACER-X-SQL,9000,2569,1.0,1,none,2.2109099998033344,2569,9000,9000,1,0
111,mixed,ExactSQL,9000,1781,1.0,1,none,0.141463999852931,1781,9000,9000,1,0
111,mixed,PostFilter-SQL,9000,1781,0.7,0,ranking_truncation,0.06289699990702502,202,1257,1257,0,0
111,mixed,PACER-A-SQL,9000,1781,1.0,1,none,1.2580300001445721,916,4800,4800,0,0
111,mixed,PACER-X-SQL,9000,1781,1.0,1,none,2.653017000056934,1781,9000,9000,1,0
112,dnf,ExactSQL,9000,665,1.0,1,none,0.06878799990772677,665,9000,9000,1,0
112,dnf,PostFilter-SQL,9000,665,0.5,0,ranking_truncation,0.0492389999635634,80,1195,1195,0,0
112,dnf,PACER-A-SQL,9000,665,1.0,1,none,1.24953599993205,381,4800,4800,0,0
112,dnf,PACER-X-SQL,9000,665,1.0,1,none,2.0521859999007575,665,9000,9000,1,0
113,semijoin,ExactSQL,9000,247,1.0,1,none,0.040338000189876766,247,9000,9000,1,0
113,semijoin,PostFilter-SQL,9000,247,0.7,0,ranking_truncation,0.06408800004464865,50,1132,1132,0,0
113,semijoin,PACER-A-SQL,9000,247,1.0,1,none,1.0920950001036545,157,4800,4800,0,0
113,semijoin,PACER-X-SQL,9000,247,1.0,1,none,1.8059249998714222,247,8504,8504,1,0
114,antijoin,ExactSQL,9000,2329,1.0,1,none,0.16953399995145446,2329,9000,9000,1,0
114,antijoin,PostFilter-SQL,9000,2329,0.5,0,ranking_truncation,0.06261299995458103,276,1114,1114,0,0
114,antijoin,PACER-A-SQL,9000,2329,1.0,1,none,1.2755560001096455,1206,4800,4800,0,0
114,antijoin,PACER-X-SQL,9000,2329,1.0,1,none,2.1847160001016164,2329,9000,9000,1,0
115,mixed,ExactSQL,9000,1834,1.0,1,none,0.12915799993606925,1834,9000,9000,1,0
115,mixed,PostFilter-SQL,9000,1834,0.6,0,ranking_truncation,0.05844299994350877,204,896,896,0,0
115,mixed,PACER-A-SQL,9000,1834,1.0,1,none,1.323991000163005,851,4800,4800,0,0
115,mixed,PACER-X-SQL,9000,1834,1.0,1,none,2.1549949999553064,1834,9000,9000,1,0
116,dnf,ExactSQL,9000,328,1.0,1,none,0.045937000095364056,328,9000,9000,1,0
116,dnf,PostFilter-SQL,9000,328,0.3,0,ranking_truncation,0.04706599997916783,67,1156,1156,0,0
116,dnf,PACER-A-SQL,9000,328,0.8,0,ranking_truncation,1.4137979999304662,178,4800,4800,0,0
116,dnf,PACER-X-SQL,9000,328,1.0,1,none,2.0495979999850533,328,8626,8626,1,0
117,semijoin,ExactSQL,9000,223,1.0,1,none,0.07342599997173238,223,9000,9000,1,0
117,semijoin,PostFilter-SQL,9000,223,0.6,0,ranking_truncation,0.043023999978686334,18,1101,1101,0,0
117,semijoin,PACER-A-SQL,9000,223,0.9,0,ranking_truncation,1.063079999994443,130,4800,4800,0,0
117,semijoin,PACER-X-SQL,9000,223,1.0,1,none,1.7277619999731542,223,8534,8534,1,0
118,antijoin,ExactSQL,9000,2174,1.0,1,none,0.15974699999787845,2174,9000,9000,1,0
118,antijoin,PostFilter-SQL,9000,2174,0.5,0,ranking_truncation,0.06549399995492422,184,831,831,0,0
118,antijoin,PACER-A-SQL,9000,2174,1.0,1,none,1.2760080001044116,1151,4800,4800,0,0
118,antijoin,PACER-X-SQL,9000,2174,1.0,1,none,2.1199129998876742,2174,9000,9000,1,0
119,mixed,ExactSQL,9000,1931,1.0,1,none,0.13662399987879326,1931,9000,9000,1,0
119,mixed,PostFilter-SQL,9000,1931,0.7,0,ranking_truncation,0.06913899983373994,292,1237,1237,0,0
119,mixed,PACER-A-SQL,9000,1931,0.9,0,ranking_truncation,1.1750740000024962,995,4800,4800,0,0
119,mixed,PACER-X-SQL,9000,1931,1.0,1,none,2.1456429999489046,1931,9000,9000,1,0
120,dnf,ExactSQL,9000,668,1.0,1,none,0.06071600000723265,668,9000,9000,1,0
120,dnf,PostFilter-SQL,9000,668,1.0,1,none,0.05564200000662822,142,1142,1142,0,0
120,dnf,PACER-A-SQL,9000,668,1.0,1,none,1.2692709999555518,404,4800,4800,0,0
120,dnf,PACER-X-SQL,9000,668,1.0,1,none,2.3151159998633375,668,8852,8852,1,0
121,semijoin,ExactSQL,9000,248,1.0,1,none,0.06848799989711551,248,9000,9000,1,0
121,semijoin,PostFilter-SQL,9000,248,0.1,0,ranking_truncation,0.04882500002167944,29,1257,1257,0,0
121,semijoin,PACER-A-SQL,9000,248,1.0,1,none,1.2840909998885763,154,4800,4800,0,0
121,semijoin,PACER-X-SQL,9000,248,1.0,1,none,1.7612250001093344,248,8381,8381,1,0
122,antijoin,ExactSQL,9000,1979,1.0,1,none,0.14423300012822438,1979,9000,9000,1,0
122,antijoin,PostFilter-SQL,9000,1979,0.6,0,ranking_truncation,0.06225899983292038,214,1171,1171,0,0
122,antijoin,PACER-A-SQL,9000,1979,0.9,0,ranking_truncation,1.2421549999999115,1064,4800,4800,0,0
122,antijoin,PACER-X-SQL,9000,1979,1.0,1,none,1.9939339999837102,1979,9000,9000,1,0
123,mixed,ExactSQL,9000,1948,1.0,1,none,0.13972500005365873,1948,9000,9000,1,0
123,mixed,PostFilter-SQL,9000,1948,0.5,0,ranking_truncation,0.06394299998646602,274,1277,1277,0,0
123,mixed,PACER-A-SQL,9000,1948,0.9,0,ranking_truncation,1.3265289999253582,1116,4800,4800,0,0
123,mixed,PACER-X-SQL,9000,1948,1.0,1,none,2.466249000008247,1948,9000,9000,1,0
124,dnf,ExactSQL,9000,569,1.0,1,none,0.05631800013361499,569,9000,9000,1,0
124,dnf,PostFilter-SQL,9000,569,0.9,0,ranking_truncation,0.049781999905462726,83,1187,1187,0,0
124,dnf,PACER-A-SQL,9000,569,1.0,1,none,1.4637770000263117,301,4800,4800,0,0
124,dnf,PACER-X-SQL,9000,569,1.0,1,none,1.9835330001569673,569,8811,8811,1,0
125,semijoin,ExactSQL,9000,244,1.0,1,none,0.03930500020032923,244,9000,9000,1,0
125,semijoin,PostFilter-SQL,9000,244,0.5,0,ranking_truncation,0.04181899998911831,34,1002,1002,0,0
125,semijoin,PACER-A-SQL,9000,244,0.9,0,ranking_truncation,1.156044000026668,133,4800,4800,0,0
125,semijoin,PACER-X-SQL,9000,244,1.0,1,none,1.8553770000835357,244,8603,8603,1,0
126,antijoin,ExactSQL,9000,2188,1.0,1,none,0.28272800000195275,2188,9000,9000,1,0
126,antijoin,PostFilter-SQL,9000,2188,0.6,0,ranking_truncation,0.06315199993878196,194,1019,1019,0,0
126,antijoin,PACER-A-SQL,9000,2188,0.9,0,ranking_truncation,1.624443000082465,1196,4800,4800,0,0
126,antijoin,PACER-X-SQL,9000,2188,1.0,1,none,2.1795309999106394,2188,9000,9000,1,0
127,mixed,ExactSQL,9000,1780,1.0,1,none,0.1383179999265849,1780,9000,9000,1,0
127,mixed,PostFilter-SQL,9000,1780,0.6,0,ranking_truncation,0.058523000006971415,155,829,829,0,0
127,mixed,PACER-A-SQL,9000,1780,0.8,0,ranking_truncation,1.3068829998701403,840,4800,4800,0,0
127,mixed,PACER-X-SQL,9000,1780,1.0,1,none,2.2033160000773933,1780,9000,9000,1,0
