seed,correlation,delete_rate,query_id,method,recall_at_k,secure_topk_exact,raw_candidates,latency_ms,violations,certified
11,negative,0.0,11,PACER-X,1.000000,1.000000,2.000,0.170267,0,1
11,negative,0.0,12,PostFilter-IVF,0.700000,0.000000,549.000,0.455288,0,0
11,negative,0.0,12,PreFilter-IVF,0.700000,0.000000,662.000,1.421817,0,0
11,negative,0.0,12,BitmapSlice-Exact,1.000000,1.000000,1746.000,2.067540,0,1
11,negative,0.0,12,PACER-A,1.000000,1.000000,700.000,2.581128,0,0
11,negative,0.0,12,PACER-C,1.000000,1.000000,1746.000,6.405552,0,1
11,negative,0.0,12,PACER-X,1.000000,1.000000,1746.000,5.657679,0,1
11,negative,0.0,13,PostFilter-IVF,1.000000,1.000000,557.000,0.487793,0,0
11,negative,0.0,13,PreFilter-IVF,1.000000,1.000000,605.000,0.890337,0,0
11,negative,0.0,13,BitmapSlice-Exact,1.000000,1.000000,91.000,0.195045,0,1
11,negative,0.0,13,PACER-A,1.000000,1.000000,91.000,2.398744,0,1
11,negative,0.0,13,PACER-C,1.000000,1.000000,91.000,2.749995,0,1
11,negative,0.0,13,PACER-X,1.000000,1.000000,91.000,2.294880,0,1
11,negative,0.0,14,PostFilter-IVF,0.333333,0.000000,453.000,0.460419,0,0
11,negative,0.0,14,PreFilter-IVF,1.000000,1.000000,250.000,0.579208,0,0
11,negative,0.0,14,BitmapSlice-Exact,1.000000,1.000000,3.000,0.058246,0,1
11,negative,0.0,14,PACER-A,1.000000,1.000000,3.000,0.261689,0,1
11,negative,0.0,14,PACER-C,1.000000,1.000000,3.000,0.304439,0,1
11,negative,0.0,14,PACER-X,1.000000,1.000000,3.000,0.277616,0,1
11,negative,0.0,15,PostFilter-IVF,0.000000,0.000000,504.000,0.405183,0,0
11,negative,0.0,15,PreFilter-IVF,1.000000,1.000000,34.000,0.323895,0,0
11,negative,0.0,15,BitmapSlice-Exact,1.000000,1.000000,1.000,0.084329,0,1
11,negative,0.0,15,PACER-A,1.000000,1.000000,1.000,0.128814,0,1
11,negative,0.0,15,PACER-C,1.000000,1.000000,1.000,0.115833,0,1
11,negative,0.0,15,PACER-X,1.000000,1.000000,1.000,0.111422,0,1
11,negative,0.12,0,PostFilter-IVF,0.600000,0.000000,561.000,0.609542,0,0
11,negative,0.12,0,PreFilter-IVF,0.500000,0.000000,526.000,0.979963,0,0
11,negative,0.12,0,BitmapSlice-Exact,1.000000,1.000000,1768.000,1.934590,0,1
11,negative,0.12,0,PACER-A,0.800000,0.000000,700.000,2.392074,0,0
11,negative,0.12,0,PACER-C,1.000000,1.000000,1768.000,5.459330,0,1
11,negative,0.12,0,PACER-X,1.000000,1.000000,1768.000,5.238603,0,1
11,negative,0.12,1,PostFilter-IVF,0.500000,0.000000,526.000,0.547451,0,0
11,negative,0.12,1,PreFilter-IVF,0.500000,0.000000,688.000,0.855738,0,0
11,negative,0.12,1,BitmapSlice-Exact,1.000000,1.000000,109.000,0.189271,0,1
11,negative,0.12,1,PACER-A,1.000000,1.000000,109.000,2.944136,0,1
11,negative,0.12,1,PACER-C,1.000000,1.000000,109.000,2.853187,0,1
11,negative,0.12,1,PACER-X,1.000000,1.000000,109.000,2.946583,0,1
11,negative,0.12,2,PostFilter-IVF,0.000000,0.000000,549.000,0.427948,0,0
11,negative,0.12,2,PreFilter-IVF,1.000000,1.000000,275.000,0.502837,0,0
11,negative,0.12,2,BitmapSlice-Exact,1.000000,1.000000,3.000,0.058974,0,1
11,negative,0.12,2,PACER-A,1.000000,1.000000,3.000,0.252389,0,1
11,negative,0.12,2,PACER-C,1.000000,1.000000,3.000,0.237495,0,1
11,negative,0.12,2,PACER-X,1.000000,1.000000,3.000,0.232993,0,1
11,negative,0.12,3,PostFilter-IVF,0.000000,0.000000,637.000,0.515662,0,0
11,negative,0.12,3,PreFilter-IVF,1.000000,1.000000,160.000,0.411180,0,0
11,negative,0.12,3,BitmapSlice-Exact,1.000000,1.000000,2.000,0.056629,0,1
11,negative,0.12,3,PACER-A,1.000000,1.000000,2.000,0.190606,0,1
11,negative,0.12,3,PACER-C,1.000000,1.000000,2.000,0.176188,0,1
11,negative,0.12,3,PACER-X,1.000000,1.000000,2.000,0.170373,0,1
11,negative,0.12,4,PostFilter-IVF,0.800000,0.000000,605.000,0.489128,0,0
11,negative,0.12,4,PreFilter-IVF,0.700000,0.000000,607.000,1.203527,0,0
11,negative,0.12,4,BitmapSlice-Exact,1.000000,1.000000,1698.000,1.988456,0,1
11,negative,0.12,4,PACER-A,1.000000,1.000000,700.000,2.467458,0,0
11,negative,0.12,4,PACER-C,1.000000,1.000000,1698.000,5.489152,0,1
11,negative,0.12,4,PACER-X,1.000000,1.000000,1698.000,5.580364,0,1
11,negative,0.12,5,PostFilter-IVF,0.400000,0.000000,700.000,0.605327,0,0
11,negative,0.12,5,PreFilter-IVF,0.400000,0.000000,728.000,0.962337,0,0
11,negative,0.12,5,BitmapSlice-Exact,1.000000,1.000000,110.000,0.209789,0,1
11,negative,0.12,5,PACER-A,1.000000,1.000000,110.000,2.746248,0,1
11,negative,0.12,5,PACER-C,1.000000,1.000000,110.000,3.761831,0,1
11,negative,0.12,5,PACER-X,1.000000,1.000000,110.000,2.657056,0,1
11,negative,0.12,6,PostFilter-IVF,0.000000,0.000000,627.000,0.491680,0,0
11,negative,0.12,6,PreFilter-IVF,1.000000,1.000000,147.000,0.425664,0,0
11,negative,0.12,6,BitmapSlice-Exact,1.000000,1.000000,4.000,0.089991,0,1
11,negative,0.12,6,PACER-A,1.000000,1.000000,4.000,0.194639,0,1
11,negative,0.12,6,PACER-C,1.000000,1.000000,4.000,0.202900,0,1
11,negative,0.12,6,PACER-X,1.000000,1.000000,4.000,0.196320,0,1
11,negative,0.12,7,PostFilter-IVF,0.000000,0.000000,533.000,0.440901,0,0
11,negative,0.12,7,PreFilter-IVF,1.000000,1.000000,174.000,0.396063,0,0
11,negative,0.12,7,BitmapSlice-Exact,1.000000,1.000000,2.000,0.069240,0,1
11,negative,0.12,7,PACER-A,1.000000,1.000000,2.000,0.195118,0,1
11,negative,0.12,7,PACER-C,1.000000,1.000000,2.000,0.190187,0,1
11,negative,0.12,7,PACER-X,1.000000,1.000000,2.000,0.173158,0,1
11,negative,0.12,8,PostFilter-IVF,0.600000,0.000000,573.000,0.518479,0,0
11,negative,0.12,8,PreFilter-IVF,0.200000,0.000000,517.000,1.402190,0,0
11,negative,0.12,8,BitmapSlice-Exact,1.000000,1.000000,1758.000,1.973367,0,1
11,negative,0.12,8,PACER-A,0.900000,0.000000,700.000,2.457949,0,0
11,negative,0.12,8,PACER-C,1.000000,1.000000,1758.000,5.551764,0,1
11,negative,0.12,8,PACER-X,1.000000,1.000000,1758.000,5.558849,0,1
11,negative,0.12,9,PostFilter-IVF,0.800000,0.000000,676.000,0.590545,0,0
11,negative,0.12,9,PreFilter-IVF,0.800000,0.000000,702.000,0.853544,0,0
11,negative,0.12,9,BitmapSlice-Exact,1.000000,1.000000,101.000,0.228176,0,1
11,negative,0.12,9,PACER-A,1.000000,1.000000,101.000,2.783314,0,1
11,negative,0.12,9,PACER-C,1.000000,1.000000,101.000,2.754155,0,1
11,negative,0.12,9,PACER-X,1.000000,1.000000,101.000,2.719107,0,1
11,negative,0.12,10,PostFilter-IVF,0.000000,0.000000,595.000,0.609574,0,0
11,negative,0.12,10,PreFilter-IVF,1.000000,1.000000,201.000,0.695789,0,0
11,negative,0.12,10,BitmapSlice-Exact,1.000000,1.000000,3.000,0.126585,0,1
11,negative,0.12,10,PACER-A,1.000000,1.000000,3.000,0.337431,0,1
11,negative,0.12,10,PACER-C,1.000000,1.000000,3.000,0.246118,0,1
11,negative,0.12,10,PACER-X,1.000000,1.000000,3.000,0.249876,0,1
11,negative,0.12,11,PostFilter-IVF,0.500000,0.000000,567.000,0.468064,0,0
11,negative,0.12,11,PreFilter-IVF,1.000000,1.000000,170.000,0.452872,0,0
11,negative,0.12,11,BitmapSlice-Exact,1.000000,1.000000,2.000,0.057162,0,1
11,negative,0.12,11,PACER-A,1.000000,1.000000,2.000,0.213087,0,1
11,negative,0.12,11,PACER-C,1.000000,1.000000,2.000,0.176816,0,1
11,negative,0.12,11,PACER-X,1.000000,1.000000,2.000,0.168962,0,1
11,negative,0.12,12,PostFilter-IVF,0.700000,0.000000,549.000,0.502479,0,0
11,negative,0.12,12,PreFilter-IVF,0.700000,0.000000,662.000,1.494355,0,0
11,negative,0.12,12,BitmapSlice-Exact,1.000000,1.000000,1746.000,1.997690,0,1
11,negative,0.12,12,PACER-A,1.000000,1.000000,700.000,2.415093,0,0
11,negative,0.12,12,PACER-C,1.000000,1.000000,1746.000,5.530446,0,1
11,negative,0.12,12,PACER-X,1.000000,1.000000,1746.000,5.553427,0,1
11,negative,0.12,13,PostFilter-IVF,0.900000,0.000000,557.000,0.486817,0,0
11,negative,0.12,13,PreFilter-IVF,1.000000,1.000000,605.000,0.886138,0,0
11,negative,0.12,13,BitmapSlice-Exact,1.000000,1.000000,91.000,0.257893,0,1
11,negative,0.12,13,PACER-A,1.000000,1.000000,91.000,2.711332,0,1
11,negative,0.12,13,PACER-C,1.000000,1.000000,91.000,2.433300,0,1
11,negative,0.12,13,PACER-X,1.000000,1.000000,91.000,2.358643,0,1
11,negative,0.12,14,PostFilter-IVF,0.333333,0.000000,453.000,0.367584,0,0
11,negative,0.12,14,PreFilter-IVF,1.000000,1.000000,250.000,0.550644,0,0
11,negative,0.12,14,BitmapSlice-Exact,1.000000,1.000000,3.000,0.059989,0,1
11,negative,0.12,14,PACER-A,1.000000,1.000000,3.000,0.259104,0,1
11,negative,0.12,14,PACER-C,1.000000,1.000000,3.000,0.235041,0,1
11,negative,0.12,14,PACER-X,1.000000,1.000000,3.000,0.367846,0,1
11,negative,0.12,15,PostFilter-IVF,0.000000,0.000000,504.000,0.435881,0,0
11,negative,0.12,15,PreFilter-IVF,1.000000,1.000000,34.000,0.303658,0,0
11,negative,0.12,15,BitmapSlice-Exact,1.000000,1.000000,1.000,0.054152,0,1
11,negative,0.12,15,PACER-A,1.000000,1.000000,1.000,0.124104,0,1
11,negative,0.12,15,PACER-C,1.000000,1.000000,1.000,0.118260,0,1
11,negative,0.12,15,PACER-X,1.000000,1.000000,1.000,0.116881,0,1
11,negative,0.24,0,PostFilter-IVF,0.600000,0.000000,561.000,0.747043,0,0
11,negative,0.24,0,PreFilter-IVF,0.600000,0.000000,526.000,1.263199,0,0
11,negative,0.24,0,BitmapSlice-Exact,1.000000,1.000000,1768.000,2.033033,0,1
11,negative,0.24,0,PACER-A,0.800000,0.000000,700.000,2.599809,0,0
11,negative,0.24,0,PACER-C,1.000000,1.000000,1768.000,7.552774,0,1
11,negative,0.24,0,PACER-X,1.000000,1.000000,1768.000,8.046734,0,1
11,negative,0.24,1,PostFilter-IVF,0.500000,0.000000,526.000,0.451032,0,0
11,negative,0.24,1,PreFilter-IVF,0.500000,0.000000,688.000,0.965681,0,0
11,negative,0.24,1,BitmapSlice-Exact,1.000000,1.000000,109.000,0.215450,0,1
11,negative,0.24,1,PACER-A,1.000000,1.000000,109.000,2.846604,0,1
11,negative,0.24,1,PACER-C,1.000000,1.000000,109.000,2.807406,0,1
11,negative,0.24,1,PACER-X,1.000000,1.000000,109.000,2.848390,0,1
11,negative,0.24,2,PostFilter-IVF,0.000000,0.000000,549.000,0.417696,0,0
11,negative,0.24,2,PreFilter-IVF,1.000000,1.000000,275.000,0.503675,0,0
11,negative,0.24,2,BitmapSlice-Exact,1.000000,1.000000,3.000,0.083570,0,1
11,negative,0.24,2,PACER-A,1.000000,1.000000,3.000,0.264448,0,1
11,negative,0.24,2,PACER-C,1.000000,1.000000,3.000,0.235250,0,1
11,negative,0.24,2,PACER-X,1.000000,1.000000,3.000,0.239463,0,1
11,negative,0.24,3,PostFilter-IVF,0.000000,0.000000,637.000,0.887578,0,0
11,negative,0.24,3,PreFilter-IVF,1.000000,1.000000,160.000,0.704582,0,0
11,negative,0.24,3,BitmapSlice-Exact,1.000000,1.000000,2.000,0.083442,0,1
11,negative,0.24,3,PACER-A,1.000000,1.000000,2.000,0.262019,0,1
11,negative,0.24,3,PACER-C,1.000000,1.000000,2.000,0.247824,0,1
11,negative,0.24,3,PACER-X,1.000000,1.000000,2.000,0.239385,0,1
11,negative,0.24,4,PostFilter-IVF,0.800000,0.000000,605.000,0.942073,0,0
11,negative,0.24,4,PreFilter-IVF,0.700000,0.000000,607.000,2.246423,0,0
11,negative,0.24,4,BitmapSlice-Exact,1.000000,1.000000,1698.000,3.769291,0,1
11,negative,0.24,4,PACER-A,1.000000,1.000000,700.000,3.773275,0,0
11,negative,0.24,4,PACER-C,1.000000,1.000000,1698.000,5.498635,0,1
11,negative,0.24,4,PACER-X,1.000000,1.000000,1698.000,5.985376,0,1
11,negative,0.24,5,PostFilter-IVF,0.400000,0.000000,700.000,0.778077,0,0
11,negative,0.24,5,PreFilter-IVF,0.400000,0.000000,728.000,0.912978,0,0
11,negative,0.24,5,BitmapSlice-Exact,1.000000,1.000000,110.000,0.268432,0,1
11,negative,0.24,5,PACER-A,1.000000,1.000000,110.000,2.847308,0,1
11,negative,0.24,5,PACER-C,1.000000,1.000000,110.000,3.978835,0,1
11,negative,0.24,5,PACER-X,1.000000,1.000000,110.000,4.508964,0,1
11,negative,0.24,6,PostFilter-IVF,0.000000,0.000000,627.000,0.611183,0,0
11,negative,0.24,6,PreFilter-IVF,1.000000,1.000000,147.000,0.606122,0,0
11,negative,0.24,6,BitmapSlice-Exact,1.000000,1.000000,4.000,0.062001,0,1
11,negative,0.24,6,PACER-A,1.000000,1.000000,4.000,0.214294,0,1
11,negative,0.24,6,PACER-C,1.000000,1.000000,4.000,0.189135,0,1
11,negative,0.24,6,PACER-X,1.000000,1.000000,4.000,0.217647,0,1
11,negative,0.24,7,PostFilter-IVF,0.000000,0.000000,533.000,0.418699,0,0
11,negative,0.24,7,PreFilter-IVF,1.000000,1.000000,174.000,0.353116,0,0
11,negative,0.24,7,BitmapSlice-Exact,1.000000,1.000000,2.000,0.056580,0,1
11,negative,0.24,7,PACER-A,1.000000,1.000000,2.000,0.236746,0,1
11,negative,0.24,7,PACER-C,1.000000,1.000000,2.000,0.321180,0,1
11,negative,0.24,7,PACER-X,1.000000,1.000000,2.000,0.329506,0,1
11,negative,0.24,8,PostFilter-IVF,0.600000,0.000000,573.000,0.847146,0,0
11,negative,0.24,8,PreFilter-IVF,0.300000,0.000000,517.000,2.525579,0,0
11,negative,0.24,8,BitmapSlice-Exact,1.000000,1.000000,1758.000,3.761702,0,1
11,negative,0.24,8,PACER-A,0.900000,0.000000,700.000,2.552015,0,0
11,negative,0.24,8,PACER-C,1.000000,1.000000,1758.000,6.311666,0,1
11,negative,0.24,8,PACER-X,1.000000,1.000000,1758.000,5.644887,0,1
11,negative,0.24,9,PostFilter-IVF,0.900000,0.000000,676.000,0.532720,0,0
11,negative,0.24,9,PreFilter-IVF,0.900000,0.000000,702.000,0.933556,0,0
11,negative,0.24,9,BitmapSlice-Exact,1.000000,1.000000,101.000,0.212115,0,1
11,negative,0.24,9,PACER-A,1.000000,1.000000,101.000,2.663197,0,1
11,negative,0.24,9,PACER-C,1.000000,1.000000,101.000,4.048344,0,1
11,negative,0.24,9,PACER-X,1.000000,1.000000,101.000,3.032004,0,1
11,negative,0.24,10,PostFilter-IVF,0.000000,0.000000,595.000,0.531759,0,0
11,negative,0.24,10,PreFilter-IVF,1.000000,1.000000,201.000,0.487304,0,0
11,negative,0.24,10,BitmapSlice-Exact,1.000000,1.000000,3.000,0.058791,0,1
11,negative,0.24,10,PACER-A,1.000000,1.000000,3.000,0.314814,0,1
11,negative,0.24,10,PACER-C,1.000000,1.000000,3.000,0.254620,0,1
11,negative,0.24,10,PACER-X,1.000000,1.000000,3.000,0.292168,0,1
11,negative,0.24,11,PostFilter-IVF,0.500000,0.000000,567.000,0.585039,0,0
11,negative,0.24,11,PreFilter-IVF,1.000000,1.000000,170.000,0.460381,0,0
11,negative,0.24,11,BitmapSlice-Exact,1.000000,1.000000,2.000,0.062158,0,1
11,negative,0.24,11,PACER-A,1.000000,1.000000,2.000,0.206124,0,1
11,negative,0.24,11,PACER-C,1.000000,1.000000,2.000,0.176634,0,1
11,negative,0.24,11,PACER-X,1.000000,1.000000,2.000,0.228370,0,1
11,negative,0.24,12,PostFilter-IVF,0.700000,0.000000,549.000,0.525091,0,0
11,negative,0.24,12,PreFilter-IVF,0.700000,0.000000,662.000,1.571898,0,0
11,negative,0.24,12,BitmapSlice-Exact,1.000000,1.000000,1746.000,1.994956,0,1
11,negative,0.24,12,PACER-A,0.900000,0.000000,700.000,2.301180,0,0
11,negative,0.24,12,PACER-C,1.000000,1.000000,1746.000,5.416406,0,1
11,negative,0.24,12,PACER-X,1.000000,1.000000,1746.000,5.474662,0,1
11,negative,0.24,13,PostFilter-IVF,0.900000,0.000000,557.000,0.492244,0,0
11,negative,0.24,13,PreFilter-IVF,1.000000,1.000000,605.000,1.084581,0,0
11,negative,0.24,13,BitmapSlice-Exact,1.000000,1.000000,91.000,0.171847,0,1
11,negative,0.24,13,PACER-A,1.000000,1.000000,91.000,2.297081,0,1
11,negative,0.24,13,PACER-C,1.000000,1.000000,91.000,2.166400,0,1
11,negative,0.24,13,PACER-X,1.000000,1.000000,91.000,2.119795,0,1
11,negative,0.24,14,PostFilter-IVF,0.250000,0.000000,584.000,0.462456,0,0
11,negative,0.24,14,PreFilter-IVF,1.000000,1.000000,270.000,0.520532,0,0
11,negative,0.24,14,BitmapSlice-Exact,1.000000,1.000000,4.000,0.078577,0,1
11,negative,0.24,14,PACER-A,1.000000,1.000000,4.000,0.267852,0,1
11,negative,0.24,14,PACER-C,1.000000,1.000000,4.000,0.270413,0,1
11,negative,0.24,14,PACER-X,1.000000,1.000000,4.000,0.236286,0,1
11,negative,0.24,15,PostFilter-IVF,0.000000,0.000000,504.000,0.399470,0,0
11,negative,0.24,15,PreFilter-IVF,1.000000,1.000000,34.000,0.296418,0,0
11,negative,0.24,15,BitmapSlice-Exact,1.000000,1.000000,1.000,0.052180,0,1
11,negative,0.24,15,PACER-A,1.000000,1.000000,1.000,0.145827,0,1
11,negative,0.24,15,PACER-C,1.000000,1.000000,1.000,0.158269,0,1
11,negative,0.24,15,PACER-X,1.000000,1.000000,1.000,0.113220,0,1
23,positive,0.0,0,PostFilter-IVF,0.700000,0.000000,604.000,0.572161,0,0
23,positive,0.0,0,PreFilter-IVF,0.700000,0.000000,614.000,1.421202,0,0
23,positive,0.0,0,BitmapSlice-Exact,1.000000,1.000000,1767.000,2.101302,0,1
23,positive,0.0,0,PACER-A,1.000000,1.000000,700.000,2.819624,0,0
23,positive,0.0,0,PACER-C,1.000000,1.000000,1767.000,5.383454,0,1
23,positive,0.0,0,PACER-X,1.000000,1.000000,1767.000,5.372343,0,1
23,positive,0.0,1,PostFilter-IVF,0.400000,0.000000,495.000,0.556703,0,0
23,positive,0.0,1,PreFilter-IVF,0.600000,0.000000,525.000,1.116537,0,0
23,positive,0.0,1,BitmapSlice-Exact,1.000000,1.000000,109.000,0.270694,0,1
23,positive,0.0,1,PACER-A,1.000000,1.000000,109.000,2.625140,0,1
23,positive,0.0,1,PACER-C,1.000000,1.000000,109.000,2.420549,0,1
23,positive,0.0,1,PACER-X,1.000000,1.000000,109.000,2.740288,0,1
23,positive,0.0,2,PostFilter-IVF,1.000000,1.000000,538.000,0.423858,0,0
23,positive,0.0,2,PreFilter-IVF,1.000000,1.000000,76.000,0.360765,0,0
23,positive,0.0,2,BitmapSlice-Exact,1.000000,1.000000,3.000,0.058961,0,1
23,positive,0.0,2,PACER-A,1.000000,1.000000,3.000,0.127004,0,1
23,positive,0.0,2,PACER-C,1.000000,1.000000,3.000,0.131839,0,1
23,positive,0.0,2,PACER-X,1.000000,1.000000,3.000,0.155721,0,1
23,positive,0.0,3,PostFilter-IVF,1.000000,1.000000,473.000,0.620126,0,0
23,positive,0.0,3,PreFilter-IVF,1.000000,1.000000,148.000,0.456957,0,0
23,positive,0.0,3,BitmapSlice-Exact,1.000000,1.000000,2.000,0.055809,0,1
23,positive,0.0,3,PACER-A,1.000000,1.000000,2.000,0.204160,0,1
23,positive,0.0,3,PACER-C,1.000000,1.000000,2.000,0.176785,0,1
23,positive,0.0,3,PACER-X,1.000000,1.000000,2.000,0.164342,0,1
23,positive,0.0,4,PostFilter-IVF,0.700000,0.000000,623.000,0.541923,0,0
23,positive,0.0,4,PreFilter-IVF,0.800000,0.000000,693.000,2.033000,0,0
23,positive,0.0,4,BitmapSlice-Exact,1.000000,1.000000,1757.000,1.938860,0,1
23,positive,0.0,4,PACER-A,0.900000,0.000000,700.000,2.236225,0,0
23,positive,0.0,4,PACER-C,1.000000,1.000000,1757.000,5.326616,0,1
23,positive,0.0,4,PACER-X,1.000000,1.000000,1757.000,5.499714,0,1
23,positive,0.0,5,PostFilter-IVF,0.700000,0.000000,628.000,0.486772,0,0
23,positive,0.0,5,PreFilter-IVF,0.700000,0.000000,635.000,1.502811,0,0
23,positive,0.0,5,BitmapSlice-Exact,1.000000,1.000000,128.000,0.204480,0,1
23,positive,0.0,5,PACER-A,1.000000,1.000000,128.000,1.992576,0,1
23,positive,0.0,5,PACER-C,1.000000,1.000000,128.000,1.896576,0,1
23,positive,0.0,5,PACER-X,1.000000,1.000000,128.000,2.585277,0,1
23,positive,0.0,6,PostFilter-IVF,0.800000,0.000000,663.000,0.502755,0,0
23,positive,0.0,6,PreFilter-IVF,1.000000,1.000000,269.000,0.731904,0,0
23,positive,0.0,6,BitmapSlice-Exact,1.000000,1.000000,5.000,0.065778,0,1
23,positive,0.0,6,PACER-A,1.000000,1.000000,5.000,0.271719,0,1
23,positive,0.0,6,PACER-C,1.000000,1.000000,5.000,0.244430,0,1
23,positive,0.0,6,PACER-X,1.000000,1.000000,5.000,0.271838,0,1
23,positive,0.0,7,PostFilter-IVF,1.000000,1.000000,578.000,0.601879,0,0
23,positive,0.0,7,PreFilter-IVF,1.000000,1.000000,52.000,0.588335,0,0
23,positive,0.0,7,BitmapSlice-Exact,1.000000,1.000000,2.000,0.123454,0,1
23,positive,0.0,7,PACER-A,1.000000,1.000000,2.000,0.225975,0,1
23,positive,0.0,7,PACER-C,1.000000,1.000000,2.000,0.152649,0,1
23,positive,0.0,7,PACER-X,1.000000,1.000000,2.000,0.108268,0,1
23,positive,0.0,8,PostFilter-IVF,0.900000,0.000000,580.000,0.467179,0,0
23,positive,0.0,8,PreFilter-IVF,0.900000,0.000000,583.000,1.527186,0,0
23,positive,0.0,8,BitmapSlice-Exact,1.000000,1.000000,1792.000,1.971263,0,1
23,positive,0.0,8,PACER-A,1.000000,1.000000,700.000,2.314928,0,0
23,positive,0.0,8,PACER-C,1.000000,1.000000,1792.000,6.393972,0,1
23,positive,0.0,8,PACER-X,1.000000,1.000000,1792.000,5.525645,0,1
23,positive,0.0,9,PostFilter-IVF,0.600000,0.000000,553.000,0.452977,0,0
23,positive,0.0,9,PreFilter-IVF,0.600000,0.000000,623.000,0.990595,0,0
23,positive,0.0,9,BitmapSlice-Exact,1.000000,1.000000,92.000,0.167479,0,1
23,positive,0.0,9,PACER-A,1.000000,1.000000,92.000,2.603974,0,1
23,positive,0.0,9,PACER-C,1.000000,1.000000,92.000,2.391712,0,1
23,positive,0.0,9,PACER-X,1.000000,1.000000,92.000,2.528918,0,1
23,positive,0.0,10,PostFilter-IVF,1.000000,1.000000,618.000,0.518845,0,0
23,positive,0.0,10,PreFilter-IVF,1.000000,1.000000,100.000,0.344129,0,0
23,positive,0.0,10,BitmapSlice-Exact,1.000000,1.000000,4.000,0.060851,0,1
23,positive,0.0,10,PACER-A,1.000000,1.000000,4.000,0.142261,0,1
23,positive,0.0,10,PACER-C,1.000000,1.000000,4.000,0.115334,0,1
23,positive,0.0,10,PACER-X,1.000000,1.000000,4.000,0.108805,0,1
23,positive,0.0,11,PostFilter-IVF,1.000000,1.000000,630.000,0.903939,0,0
23,positive,0.0,11,PreFilter-IVF,1.000000,1.000000,46.000,0.504399,0,0
23,positive,0.0,11,BitmapSlice-Exact,1.000000,1.000000,1.000,0.063936,0,1
23,positive,0.0,11,PACER-A,1.000000,1.000000,1.000,0.163000,0,1
23,positive,0.0,11,PACER-C,1.000000,1.000000,1.000,0.116005,0,1
23,positive,0.0,11,PACER-X,1.000000,1.000000,1.000,0.113808,0,1
23,positive,0.0,12,PostFilter-IVF,0.900000,0.000000,552.000,0.456175,0,0
23,positive,0.0,12,PreFilter-IVF,0.900000,0.000000,552.000,2.578849,0,0
23,positive,0.0,12,BitmapSlice-Exact,1.000000,1.000000,1782.000,2.301630,0,1
23,positive,0.0,12,PACER-A,1.000000,1.000000,700.000,2.738754,0,0
23,positive,0.0,12,PACER-C,1.000000,1.000000,1782.000,5.639175,0,1
23,positive,0.0,12,PACER-X,1.000000,1.000000,1782.000,6.032856,0,1
23,positive,0.0,13,PostFilter-IVF,0.500000,0.000000,623.000,0.518548,0,0
23,positive,0.0,13,PreFilter-IVF,0.600000,0.000000,607.000,0.949211,0,0
23,positive,0.0,13,BitmapSlice-Exact,1.000000,1.000000,108.000,0.204390,0,1
23,positive,0.0,13,PACER-A,1.000000,1.000000,108.000,2.753314,0,1
23,positive,0.0,13,PACER-C,1.000000,1.000000,108.000,2.768787,0,1
23,positive,0.0,13,PACER-X,1.000000,1.000000,108.000,2.708085,0,1
23,positive,0.0,14,PostFilter-IVF,0.666667,0.000000,559.000,0.437128,0,0
23,positive,0.0,14,PreFilter-IVF,1.000000,1.000000,194.000,0.431791,0,0
23,positive,0.0,14,BitmapSlice-Exact,1.000000,1.000000,3.000,0.066150,0,1
23,positive,0.0,14,PACER-A,1.000000,1.000000,3.000,0.221974,0,1
23,positive,0.0,14,PACER-C,1.000000,1.000000,3.000,0.267905,0,1
23,positive,0.0,14,PACER-X,1.000000,1.000000,3.000,0.232821,0,1
23,positive,0.0,15,PostFilter-IVF,0.666667,0.000000,516.000,0.733944,0,0
23,positive,0.0,15,PreFilter-IVF,1.000000,1.000000,173.000,0.534424,0,0
23,positive,0.0,15,BitmapSlice-Exact,1.000000,1.000000,3.000,0.060421,0,1
23,positive,0.0,15,PACER-A,1.000000,1.000000,3.000,0.252063,0,1
23,positive,0.0,15,PACER-C,1.000000,1.000000,3.000,0.275316,0,1
23,positive,0.0,15,PACER-X,1.000000,1.000000,3.000,0.233331,0,1
23,positive,0.12,0,PostFilter-IVF,0.600000,0.000000,604.000,0.720646,0,0
23,positive,0.12,0,PreFilter-IVF,0.600000,0.000000,614.000,1.581370,0,0
23,positive,0.12,0,BitmapSlice-Exact,1.000000,1.000000,1767.000,2.117435,0,1
23,positive,0.12,0,PACER-A,1.000000,1.000000,700.000,2.583582,0,0
23,positive,0.12,0,PACER-C,1.000000,1.000000,1767.000,5.714971,0,1
23,positive,0.12,0,PACER-X,1.000000,1.000000,1767.000,5.739991,0,1
23,positive,0.12,1,PostFilter-IVF,0.400000,0.000000,495.000,0.460668,0,0
23,positive,0.12,1,PreFilter-IVF,0.600000,0.000000,525.000,1.072386,0,0
23,positive,0.12,1,BitmapSlice-Exact,1.000000,1.000000,109.000,0.215896,0,1
23,positive,0.12,1,PACER-A,1.000000,1.000000,109.000,2.522297,0,1
23,positive,0.12,1,PACER-C,1.000000,1.000000,109.000,2.743839,0,1
23,positive,0.12,1,PACER-X,1.000000,1.000000,109.000,2.524191,0,1
23,positive,0.12,2,PostFilter-IVF,1.000000,1.000000,538.000,0.538933,0,0
23,positive,0.12,2,PreFilter-IVF,1.000000,1.000000,76.000,0.355216,0,0
23,positive,0.12,2,BitmapSlice-Exact,1.000000,1.000000,3.000,0.103233,0,1
