query_id,method,regime,recall_at_k,secure_topk_exact,failure_mode,policy_violations,deleted_violations,tenant_violations,latency_ms,raw_candidates,distance_evals,policy_checks,visited_cluster_count,certified
13,PACER-C,medium,1.0,1,none,0,0,0,4.4566440001290175,274,274,274,42,1
13,PACER-X,medium,1.0,1,none,0,0,0,4.018172999849412,274,274,274,42,1
14,PostFilter-IVF,narrow,1.0,1,none,0,0,0,1.0029170000507293,1145,1145,1145,8,0
14,PreFilter-IVF,narrow,1.0,1,none,0,0,0,0.5261329999939335,277,6,277,2,0
14,GraphPostFilter,narrow,0.6666666666666666,0,candidate_starvation,0,0,0,16.213090000064767,1200,4603,1200,33,0
14,InlineGraph,narrow,0.16666666666666666,0,candidate_starvation,0,0,0,1.0156099999676371,50,50,50,10,0
14,PredicateGraph,narrow,0.8333333333333334,0,candidate_starvation,0,0,0,15.599857000097472,1200,2122,1200,27,0
14,ACORN-2Hop,narrow,0.6666666666666666,0,candidate_starvation,0,0,0,21.25071199998274,1200,4603,1200,33,0
14,FDANN-Beam,narrow,0.5,0,candidate_starvation,0,0,0,112.19923099997686,1200,5011,1200,31,0
14,SeRF-Range,narrow,1.0,1,none,0,0,0,0.37106400009179197,6,6,6,2,0
14,SIEVE-Collection,narrow,1.0,1,none,0,0,0,0.25065299996640533,6,6,6,2,0
14,BitmapSlice-Exact,narrow,1.0,1,none,0,0,0,0.06540899994433858,6,6,6,0,1
14,PACER-A,narrow,1.0,1,none,0,0,0,0.27036900019083987,6,6,6,2,1
14,PACER-C,narrow,1.0,1,none,0,0,0,0.2533790000143199,6,6,6,2,1
14,PACER-X,narrow,1.0,1,none,0,0,0,0.18891000013354642,6,6,6,2,1
15,PostFilter-IVF,cold,0.3333333333333333,0,candidate_starvation,0,0,0,1.5050169999994978,1200,1200,1200,8,0
15,PreFilter-IVF,cold,1.0,1,none,0,0,0,0.9708610000416229,463,3,463,2,0
15,GraphPostFilter,cold,0.3333333333333333,0,candidate_starvation,0,0,0,17.683825999938563,1200,4449,1200,27,0
15,InlineGraph,cold,0.6666666666666666,0,candidate_starvation,0,0,0,1.1569450000479264,51,51,51,11,0
15,PredicateGraph,cold,0.3333333333333333,0,candidate_starvation,0,0,0,14.765605999855325,1200,2638,1200,29,0
15,ACORN-2Hop,cold,0.3333333333333333,0,candidate_starvation,0,0,0,20.873944999948435,1200,4449,1200,27,0
15,FDANN-Beam,cold,0.3333333333333333,0,candidate_starvation,0,0,0,145.22587100009332,1200,5037,1200,31,0
15,SeRF-Range,cold,1.0,1,none,0,0,0,0.4256570000507054,3,3,3,2,0
15,SIEVE-Collection,cold,1.0,1,none,0,0,0,0.34635999986676325,3,3,3,2,0
15,BitmapSlice-Exact,cold,1.0,1,none,0,0,0,0.0636209999811399,3,3,3,0,1
15,PACER-A,cold,1.0,1,none,0,0,0,0.21461899996211287,3,3,3,2,1
15,PACER-C,cold,1.0,1,none,0,0,0,0.1825629999530065,3,3,3,2,1
15,PACER-X,cold,1.0,1,none,0,0,0,0.1791459999367362,3,3,3,2,1
16,PostFilter-IVF,broad,0.8,0,ranking_truncation,0,0,0,1.2211050000132673,1200,1200,1200,8,0
16,PreFilter-IVF,broad,0.9,0,ranking_truncation,0,0,0,2.2858030001771112,1441,749,1441,8,0
16,GraphPostFilter,broad,1.0,1,none,0,0,0,14.907043999983216,1200,3655,1200,24,0
16,InlineGraph,broad,1.0,1,none,0,0,0,18.522129000075438,1200,2255,1200,28,0
16,PredicateGraph,broad,1.0,1,none,0,0,0,17.733233999933873,1200,2915,1200,24,0
16,ACORN-2Hop,broad,1.0,1,none,0,0,0,54.22196700010318,1200,4529,1200,28,0
16,FDANN-Beam,broad,1.0,1,none,0,0,0,92.46563900001092,1200,4590,1200,31,0
16,SeRF-Range,broad,0.9,0,ranking_truncation,0,0,0,3.4803339999598393,1200,1200,1200,12,0
16,SIEVE-Collection,broad,0.9,0,ranking_truncation,0,0,0,3.4600720000526053,1200,1200,1200,12,0
16,BitmapSlice-Exact,broad,1.0,1,none,0,0,0,7.34121999994386,3996,3667,3996,0,1
16,PACER-A,broad,0.9,0,ranking_truncation,0,0,0,3.5740630000873352,1200,1200,1200,12,0
16,PACER-C,broad,1.0,1,none,0,0,0,12.580210999885821,3996,3996,3996,48,1
16,PACER-X,broad,1.0,1,none,0,0,0,13.227901999925962,3996,3996,3996,48,1
17,PostFilter-IVF,medium,0.8,0,ranking_truncation,0,0,0,1.2451359998522094,1200,1200,1200,8,0
17,PreFilter-IVF,medium,0.8,0,ranking_truncation,0,0,0,1.2800870001683506,1307,38,1307,7,0
17,GraphPostFilter,medium,1.0,1,none,0,0,0,16.478858000027685,1200,3854,1200,26,0
17,InlineGraph,medium,0.6,0,ranking_truncation,0,0,0,1.7219989999830432,92,92,92,11,0
17,PredicateGraph,medium,1.0,1,none,0,0,0,13.830826999992496,1200,2379,1200,22,0
17,ACORN-2Hop,medium,1.0,1,none,0,0,0,19.46111799998107,1200,3873,1200,26,0
17,FDANN-Beam,medium,0.9,0,ranking_truncation,0,0,0,85.35003600013624,1200,4314,1200,27,0
17,SeRF-Range,medium,1.0,1,none,0,0,0,3.1184590000066237,199,199,199,40,0
17,SIEVE-Collection,medium,1.0,1,none,0,0,0,2.7644360000067536,199,199,199,40,0
17,BitmapSlice-Exact,medium,1.0,1,none,0,0,0,0.43028499999309133,199,175,199,0,1
17,PACER-A,medium,1.0,1,none,0,0,0,3.3218359999409586,199,199,199,40,1
17,PACER-C,medium,1.0,1,none,0,0,0,3.2119529998908547,199,199,199,40,1
17,PACER-X,medium,1.0,1,none,0,0,0,3.0977799999618583,199,199,199,40,1
18,PostFilter-IVF,narrow,0.3333333333333333,0,candidate_starvation,0,0,0,0.9877309998955752,1200,1200,1200,8,0
18,PreFilter-IVF,narrow,1.0,1,none,0,0,0,0.7013340000412427,522,6,522,3,0
18,GraphPostFilter,narrow,0.16666666666666666,0,candidate_starvation,0,0,0,16.520894999985103,1200,3611,1200,23,0
18,InlineGraph,narrow,0.3333333333333333,0,candidate_starvation,0,0,0,1.420373999962976,52,52,52,10,0
18,PredicateGraph,narrow,0.3333333333333333,0,candidate_starvation,0,0,0,16.27130099996066,1200,2394,1200,26,0
18,ACORN-2Hop,narrow,0.3333333333333333,0,candidate_starvation,0,0,0,16.055342000072415,1200,3683,1200,22,0
18,FDANN-Beam,narrow,0.3333333333333333,0,candidate_starvation,0,0,0,85.28583299994352,1200,4225,1200,26,0
18,SeRF-Range,narrow,1.0,1,none,0,0,0,0.4665240001031634,7,7,7,3,0
18,SIEVE-Collection,narrow,1.0,1,none,0,0,0,0.42992000021513377,7,7,7,3,0
18,BitmapSlice-Exact,narrow,1.0,1,none,0,0,0,0.10435600006530876,7,6,7,0,1
18,PACER-A,narrow,1.0,1,none,0,0,0,0.385447999860844,7,7,7,3,1
18,PACER-C,narrow,1.0,1,none,0,0,0,0.42193399985990254,7,7,7,3,1
18,PACER-X,narrow,1.0,1,none,0,0,0,0.3836710000086896,7,7,7,3,1
19,PostFilter-IVF,cold,1.0,1,none,0,0,0,1.0990270000093005,1200,1200,1200,8,0
19,PreFilter-IVF,cold,1.0,1,none,0,0,0,0.5278869998619484,155,3,155,1,0
19,GraphPostFilter,cold,0.6666666666666666,0,candidate_starvation,0,0,0,19.89794900009656,1200,4799,1200,30,0
19,InlineGraph,cold,1.0,1,none,0,0,0,1.222377999965829,52,52,52,10,0
19,PredicateGraph,cold,0.6666666666666666,0,candidate_starvation,0,0,0,13.41756500005431,1200,2429,1200,30,0
19,ACORN-2Hop,cold,0.6666666666666666,0,candidate_starvation,0,0,0,16.977600000018356,1200,4799,1200,30,0
19,FDANN-Beam,cold,0.3333333333333333,0,candidate_starvation,0,0,0,89.57269400002588,1200,4199,1200,23,0
19,SeRF-Range,cold,1.0,1,none,0,0,0,0.2841329999228037,3,3,3,1,0
19,SIEVE-Collection,cold,1.0,1,none,0,0,0,0.18401700003778387,3,3,3,1,0
19,BitmapSlice-Exact,cold,1.0,1,none,0,0,0,0.058190000117974705,3,3,3,0,1
19,PACER-A,cold,1.0,1,none,0,0,0,0.1257480000731448,3,3,3,1,1
19,PACER-C,cold,1.0,1,none,0,0,0,0.10731099996519333,3,3,3,1,1
19,PACER-X,cold,1.0,1,none,0,0,0,0.10427200004414772,3,3,3,1,1
20,PostFilter-IVF,broad,0.9,0,ranking_truncation,0,0,0,1.2544530000013765,1200,1200,1200,8,0
20,PreFilter-IVF,broad,1.0,1,none,0,0,0,1.485264999928404,1258,595,1258,7,0
20,GraphPostFilter,broad,1.0,1,none,0,0,0,17.192300999795407,1200,3790,1200,24,0
20,InlineGraph,broad,1.0,1,none,0,0,0,22.140531999866653,1200,2593,1200,34,0
20,PredicateGraph,broad,1.0,1,none,0,0,0,15.60312700007671,1200,2747,1200,24,0
20,ACORN-2Hop,broad,1.0,1,none,0,0,0,54.504989999941245,1200,4474,1200,29,0
20,FDANN-Beam,broad,1.0,1,none,0,0,0,86.5888990001622,1200,4148,1200,28,0
