query_id,kind,method,n,dim,visible_count,recall_at_k,secure_topk_exact,failure_mode,latency_ms,candidates,raw_candidates,policy_checks,visited_cluster_count,certified,certificate_false_positive,summary_pruned_clusters
54,mixed,PACER-A-SQL-AST,9000,64,2240,1.0,1,none,5.08969799921033,1179,4800,4800,36,0,0,0
54,mixed,PACER-X-SQL-AST,9000,64,2240,1.0,1,none,8.490850000271166,2240,9000,9000,64,1,0,0
55,dnf,ExactSQL-AST,9000,64,565,1.0,1,none,0.7330589996854542,565,9000,9000,0,1,0,0
55,dnf,PostFilter-SQL-AST,9000,64,565,0.8,0,ranking_truncation,0.34459899961802876,68,1111,1111,8,0,0,0
55,dnf,PACER-A-SQL-AST,9000,64,565,1.0,1,none,7.670917000723421,246,4800,4800,33,0,0,1
55,dnf,PACER-X-SQL-AST,9000,64,565,1.0,1,none,17.09065999966697,565,8974,8974,63,1,0,1
56,semijoin,ExactSQL-AST,9000,64,223,1.0,1,none,0.3229199992347276,223,9000,9000,0,1,0,0
56,semijoin,PostFilter-SQL-AST,9000,64,223,0.7,0,ranking_truncation,0.16732100084482227,30,961,961,8,0,0,0
56,semijoin,PACER-A-SQL-AST,9000,64,223,1.0,1,none,4.460139000002528,111,4800,4800,34,0,0,1
56,semijoin,PACER-X-SQL-AST,9000,64,223,1.0,1,none,7.403736999549437,223,8974,8974,63,1,0,1
57,antijoin,ExactSQL-AST,9000,64,1989,1.0,1,none,0.7088959991961019,1989,9000,9000,0,1,0,0
57,antijoin,PostFilter-SQL-AST,9000,64,1989,0.6,0,ranking_truncation,0.28761199973814655,314,1411,1411,8,0,0,0
57,antijoin,PACER-A-SQL-AST,9000,64,1989,0.9,0,ranking_truncation,5.654049999975541,1012,4800,4800,32,0,0,0
57,antijoin,PACER-X-SQL-AST,9000,64,1989,1.0,1,none,9.978776999560068,1989,9000,9000,64,1,0,0
58,range,ExactSQL-AST,9000,64,711,1.0,1,none,0.3274729997428949,711,9000,9000,0,1,0,0
58,range,PostFilter-SQL-AST,9000,64,711,0.9,0,ranking_truncation,0.28775200007657986,72,1201,1201,8,0,0,0
58,range,PACER-A-SQL-AST,9000,64,711,0.9,0,ranking_truncation,3.975198999796703,391,4800,4800,34,0,0,0
58,range,PACER-X-SQL-AST,9000,64,711,1.0,1,none,6.979521999710414,711,9000,9000,64,1,0,0
59,mixed,ExactSQL-AST,9000,64,3086,1.0,1,none,0.7304680002562236,3086,9000,9000,0,1,0,0
59,mixed,PostFilter-SQL-AST,9000,64,3086,1.0,1,none,0.38825800038466696,509,1369,1369,8,0,0,0
59,mixed,PACER-A-SQL-AST,9000,64,3086,1.0,1,none,4.838699999709206,1690,4800,4800,33,0,0,0
59,mixed,PACER-X-SQL-AST,9000,64,3086,1.0,1,none,8.122598000227299,3086,9000,9000,64,1,0,0
60,dnf,ExactSQL-AST,9000,64,572,1.0,1,none,0.6615500005864305,572,9000,9000,0,1,0,0
60,dnf,PostFilter-SQL-AST,9000,64,572,0.6,0,ranking_truncation,0.32638200082146795,86,1204,1204,8,0,0,0
60,dnf,PACER-A-SQL-AST,9000,64,572,1.0,1,none,7.1473340003649355,370,4800,4800,32,0,0,1
60,dnf,PACER-X-SQL-AST,9000,64,572,1.0,1,none,15.861666999626323,572,8974,8974,63,1,0,1
61,semijoin,ExactSQL-AST,9000,64,242,1.0,1,none,0.39123600072343834,242,9000,9000,0,1,0,0
61,semijoin,PostFilter-SQL-AST,9000,64,242,0.8,0,ranking_truncation,0.21615900004690047,43,1184,1184,8,0,0,0
61,semijoin,PACER-A-SQL-AST,9000,64,242,1.0,1,none,4.1240029995606164,144,4800,4800,34,0,0,0
61,semijoin,PACER-X-SQL-AST,9000,64,242,1.0,1,none,9.018644000207132,242,9000,9000,64,1,0,0
62,antijoin,ExactSQL-AST,9000,64,2328,1.0,1,none,0.7225829995149979,2328,9000,9000,0,1,0,0
62,antijoin,PostFilter-SQL-AST,9000,64,2328,0.8,0,ranking_truncation,0.38904200027900515,214,1176,1176,8,0,0,0
62,antijoin,PACER-A-SQL-AST,9000,64,2328,1.0,1,none,7.192275000306836,1247,4800,4800,38,0,0,0
62,antijoin,PACER-X-SQL-AST,9000,64,2328,1.0,1,none,11.058035000132804,2328,9000,9000,64,1,0,0
63,range,ExactSQL-AST,9000,64,806,1.0,1,none,0.3810739999607904,806,9000,9000,0,1,0,0
63,range,PostFilter-SQL-AST,9000,64,806,0.6,0,ranking_truncation,0.17288100025325548,80,1233,1233,8,0,0,0
63,range,PACER-A-SQL-AST,9000,64,806,0.8,0,ranking_truncation,4.533242000434257,428,4800,4800,35,0,0,0
63,range,PACER-X-SQL-AST,9000,64,806,1.0,1,none,7.875135999711347,806,9000,9000,64,1,0,0
64,mixed,ExactSQL-AST,9000,64,2458,1.0,1,none,0.5352640000637621,2458,9000,9000,0,1,0,0
64,mixed,PostFilter-SQL-AST,9000,64,2458,0.9,0,ranking_truncation,0.22803799947723746,363,1260,1260,8,0,0,0
64,mixed,PACER-A-SQL-AST,9000,64,2458,1.0,1,none,4.732573999717715,1354,4800,4800,35,0,0,0
64,mixed,PACER-X-SQL-AST,9000,64,2458,1.0,1,none,8.785129999523633,2458,9000,9000,64,1,0,0
65,dnf,ExactSQL-AST,9000,64,356,1.0,1,none,0.7599439995829016,356,9000,9000,0,1,0,0
65,dnf,PostFilter-SQL-AST,9000,64,356,0.7,0,ranking_truncation,0.31033699997351505,46,1036,1036,8,0,0,0
65,dnf,PACER-A-SQL-AST,9000,64,356,1.0,1,none,8.413825000388897,195,4800,4800,34,0,0,0
65,dnf,PACER-X-SQL-AST,9000,64,356,1.0,1,none,14.064353000321717,356,9000,9000,64,1,0,0
66,semijoin,ExactSQL-AST,9000,64,175,1.0,1,none,0.3473719998510205,175,9000,9000,0,1,0,0
66,semijoin,PostFilter-SQL-AST,9000,64,175,0.5,0,ranking_truncation,0.18095599989464972,29,1230,1230,8,0,0,0
66,semijoin,PACER-A-SQL-AST,9000,64,175,0.9,0,ranking_truncation,4.178463999778614,88,4800,4800,36,0,0,0
66,semijoin,PACER-X-SQL-AST,9000,64,175,1.0,1,none,7.1475830000053975,175,9000,9000,64,1,0,0
67,antijoin,ExactSQL-AST,9000,64,1705,1.0,1,none,0.6571960002474952,1705,9000,9000,0,1,0,0
67,antijoin,PostFilter-SQL-AST,9000,64,1705,0.3,0,ranking_truncation,0.27737599975807825,215,1111,1111,8,0,0,0
67,antijoin,PACER-A-SQL-AST,9000,64,1705,1.0,1,none,5.957355000646203,908,4800,4800,33,0,0,0
67,antijoin,PACER-X-SQL-AST,9000,64,1705,1.0,1,none,11.745570999664778,1705,9000,9000,64,1,0,0
68,range,ExactSQL-AST,9000,64,786,1.0,1,none,0.42508699971222086,786,9000,9000,0,1,0,0
68,range,PostFilter-SQL-AST,9000,64,786,0.4,0,ranking_truncation,0.19256199993833434,133,1138,1138,8,0,0,0
68,range,PACER-A-SQL-AST,9000,64,786,1.0,1,none,4.409324999869568,470,4800,4800,34,0,0,0
68,range,PACER-X-SQL-AST,9000,64,786,1.0,1,none,7.72742999924958,786,9000,9000,64,1,0,0
69,mixed,ExactSQL-AST,9000,64,2396,1.0,1,none,0.5512380002983264,2396,9000,9000,0,1,0,0
69,mixed,PostFilter-SQL-AST,9000,64,2396,0.7,0,ranking_truncation,0.2402439995421446,436,1277,1277,8,0,0,0
69,mixed,PACER-A-SQL-AST,9000,64,2396,0.9,0,ranking_truncation,4.803895000804914,1408,4800,4800,33,0,0,0
69,mixed,PACER-X-SQL-AST,9000,64,2396,1.0,1,none,8.669300999827101,2396,9000,9000,64,1,0,0
70,dnf,ExactSQL-AST,9000,64,447,1.0,1,none,0.7057550001263735,447,9000,9000,0,1,0,0
70,dnf,PostFilter-SQL-AST,9000,64,447,0.5,0,ranking_truncation,0.3729700001713354,50,978,978,8,0,0,0
70,dnf,PACER-A-SQL-AST,9000,64,447,0.9,0,ranking_truncation,8.181748000424705,172,4800,4800,36,0,0,0
70,dnf,PACER-X-SQL-AST,9000,64,447,1.0,1,none,13.799604000269028,447,9000,9000,64,1,0,0
71,semijoin,ExactSQL-AST,9000,64,175,1.0,1,none,0.38882299941178644,175,9000,9000,0,1,0,0
71,semijoin,PostFilter-SQL-AST,9000,64,175,0.3,0,ranking_truncation,0.1731530001052306,17,1078,1078,8,0,0,0
71,semijoin,PACER-A-SQL-AST,9000,64,175,0.8,0,ranking_truncation,4.440940000677074,84,4800,4800,36,0,0,0
71,semijoin,PACER-X-SQL-AST,9000,64,175,1.0,1,none,7.761896999909368,175,9000,9000,64,1,0,0
72,antijoin,ExactSQL-AST,9000,64,1966,1.0,1,none,0.6283519996941322,1966,9000,9000,0,1,0,0
72,antijoin,PostFilter-SQL-AST,9000,64,1966,1.0,1,none,0.24212199969042558,331,1280,1280,8,0,0,0
72,antijoin,PACER-A-SQL-AST,9000,64,1966,1.0,1,none,6.183949999467586,1120,4800,4800,34,0,0,0
72,antijoin,PACER-X-SQL-AST,9000,64,1966,1.0,1,none,10.37338100013585,1966,9000,9000,64,1,0,0
73,range,ExactSQL-AST,9000,64,734,1.0,1,none,0.49063999995269114,734,9000,9000,0,1,0,0
73,range,PostFilter-SQL-AST,9000,64,734,0.7,0,ranking_truncation,0.2894409999498748,63,1335,1335,8,0,0,0
73,range,PACER-A-SQL-AST,9000,64,734,1.0,1,none,4.685507999965921,299,4800,4800,32,0,0,0
73,range,PACER-X-SQL-AST,9000,64,734,1.0,1,none,8.284760000606184,734,9000,9000,64,1,0,0
74,mixed,ExactSQL-AST,9000,64,2132,1.0,1,none,0.5216989993641619,2132,9000,9000,0,1,0,0
74,mixed,PostFilter-SQL-AST,9000,64,2132,1.0,1,none,0.2121739998983685,299,1012,1012,8,0,0,0
74,mixed,PACER-A-SQL-AST,9000,64,2132,1.0,1,none,4.516013000284147,1185,4800,4800,33,0,0,0
74,mixed,PACER-X-SQL-AST,9000,64,2132,1.0,1,none,8.841996999763069,2132,9000,9000,64,1,0,0
75,dnf,ExactSQL-AST,9000,64,276,1.0,1,none,0.4598320001605316,276,9000,9000,0,1,0,0
75,dnf,PostFilter-SQL-AST,9000,64,276,0.9,0,ranking_truncation,0.3515600001264829,85,1030,1030,8,0,0,0
75,dnf,PACER-A-SQL-AST,9000,64,276,1.0,1,none,8.251287999883061,159,4800,4800,34,0,0,0
75,dnf,PACER-X-SQL-AST,9000,64,276,1.0,1,none,13.314974999957485,276,9000,9000,64,1,0,0
76,semijoin,ExactSQL-AST,9000,64,166,1.0,1,none,0.372337999579031,166,9000,9000,0,1,0,0
76,semijoin,PostFilter-SQL-AST,9000,64,166,0.4,0,ranking_truncation,0.24535099964850815,28,1164,1164,8,0,0,0
76,semijoin,PACER-A-SQL-AST,9000,64,166,0.9,0,ranking_truncation,3.4329529999013175,86,4800,4800,33,0,0,0
76,semijoin,PACER-X-SQL-AST,9000,64,166,1.0,1,none,7.168456999352202,166,9000,9000,64,1,0,0
77,antijoin,ExactSQL-AST,9000,64,1972,1.0,1,none,0.9203170002365368,1972,9000,9000,0,1,0,0
77,antijoin,PostFilter-SQL-AST,9000,64,1972,1.0,1,none,0.40260900004795985,306,1171,1171,8,0,0,0
77,antijoin,PACER-A-SQL-AST,9000,64,1972,1.0,1,none,7.324148000407149,1125,4800,4800,34,0,0,0
77,antijoin,PACER-X-SQL-AST,9000,64,1972,1.0,1,none,10.253771999487071,1972,9000,9000,64,1,0,0
78,range,ExactSQL-AST,9000,64,518,1.0,1,none,0.305077999655623,518,9000,9000,0,1,0,0
78,range,PostFilter-SQL-AST,9000,64,518,0.9,0,ranking_truncation,0.170202999470348,88,1289,1289,8,0,0,0
78,range,PACER-A-SQL-AST,9000,64,518,0.9,0,ranking_truncation,4.168899000433157,226,4800,4800,36,0,0,0
78,range,PACER-X-SQL-AST,9000,64,518,1.0,1,none,7.3223709996455,518,9000,9000,64,1,0,0
79,mixed,ExactSQL-AST,9000,64,2068,1.0,1,none,0.49875300010171486,2068,9000,9000,0,1,0,0
79,mixed,PostFilter-SQL-AST,9000,64,2068,0.8,0,ranking_truncation,0.21050299983471632,271,1030,1030,8,0,0,0
79,mixed,PACER-A-SQL-AST,9000,64,2068,1.0,1,none,5.220385000029637,1110,4800,4800,35,0,0,0
79,mixed,PACER-X-SQL-AST,9000,64,2068,1.0,1,none,11.088991999713471,2068,9000,9000,64,1,0,0
80,dnf,ExactSQL-AST,9000,64,241,1.0,1,none,0.6376569999702042,241,9000,9000,0,1,0,0
80,dnf,PostFilter-SQL-AST,9000,64,241,0.4,0,ranking_truncation,0.3464230003373814,32,1016,1016,8,0,0,0
80,dnf,PACER-A-SQL-AST,9000,64,241,1.0,1,none,7.464386000719969,127,4800,4800,34,0,0,0
80,dnf,PACER-X-SQL-AST,9000,64,241,1.0,1,none,16.511888000422914,241,9000,9000,64,1,0,0
81,semijoin,ExactSQL-AST,9000,64,172,1.0,1,none,0.4852960000789608,172,9000,9000,0,1,0,0
81,semijoin,PostFilter-SQL-AST,9000,64,172,0.8,0,ranking_truncation,0.28858699988632,36,1037,1037,8,0,0,0
81,semijoin,PACER-A-SQL-AST,9000,64,172,1.0,1,none,4.062440999405226,97,4800,4800,33,0,0,0
81,semijoin,PACER-X-SQL-AST,9000,64,172,1.0,1,none,7.250507999742695,172,9000,9000,64,1,0,0
82,antijoin,ExactSQL-AST,9000,64,1529,1.0,1,none,0.7124519997887546,1529,9000,9000,0,1,0,0
82,antijoin,PostFilter-SQL-AST,9000,64,1529,0.9,0,ranking_truncation,0.3121760000794893,149,1206,1206,8,0,0,0
82,antijoin,PACER-A-SQL-AST,9000,64,1529,1.0,1,none,7.009040999946592,802,4800,4800,31,0,0,0
82,antijoin,PACER-X-SQL-AST,9000,64,1529,1.0,1,none,10.460880999744404,1529,9000,9000,64,1,0,0
83,range,ExactSQL-AST,9000,64,733,1.0,1,none,0.36537300002237316,733,9000,9000,0,1,0,0
83,range,PostFilter-SQL-AST,9000,64,733,0.9,0,ranking_truncation,0.21834000017406652,117,1333,1333,8,0,0,0
83,range,PACER-A-SQL-AST,9000,64,733,0.9,0,ranking_truncation,4.019601999971201,322,4800,4800,32,0,0,0
83,range,PACER-X-SQL-AST,9000,64,733,1.0,1,none,7.967019999341574,733,9000,9000,64,1,0,0
84,mixed,ExactSQL-AST,9000,64,2763,1.0,1,none,0.7592219999423833,2763,9000,9000,0,1,0,0
84,mixed,PostFilter-SQL-AST,9000,64,2763,0.6,0,ranking_truncation,0.254945999586198,287,1057,1057,8,0,0,0
84,mixed,PACER-A-SQL-AST,9000,64,2763,1.0,1,none,4.9867939997056965,1377,4800,4800,34,0,0,0
84,mixed,PACER-X-SQL-AST,9000,64,2763,1.0,1,none,8.899848000510246,2763,9000,9000,64,1,0,0
85,dnf,ExactSQL-AST,9000,64,310,1.0,1,none,0.5746779997934937,310,9000,9000,0,1,0,0
85,dnf,PostFilter-SQL-AST,9000,64,310,0.7,0,ranking_truncation,0.31328299974120455,30,1135,1135,8,0,0,0
85,dnf,PACER-A-SQL-AST,9000,64,310,0.9,0,ranking_truncation,9.536902000036207,160,4800,4800,32,0,0,0
85,dnf,PACER-X-SQL-AST,9000,64,310,1.0,1,none,14.271886999267736,310,9000,9000,64,1,0,0
86,semijoin,ExactSQL-AST,9000,64,222,1.0,1,none,0.37083299957885174,222,9000,9000,0,1,0,0
86,semijoin,PostFilter-SQL-AST,9000,64,222,0.8,0,ranking_truncation,0.25833600011537783,23,1072,1072,8,0,0,0
86,semijoin,PACER-A-SQL-AST,9000,64,222,0.9,0,ranking_truncation,4.242547999638191,118,4800,4800,36,0,0,0
86,semijoin,PACER-X-SQL-AST,9000,64,222,1.0,1,none,7.936273999803234,222,9000,9000,64,1,0,0
87,antijoin,ExactSQL-AST,9000,64,2433,1.0,1,none,0.8115109994832892,2433,9000,9000,0,1,0,0
87,antijoin,PostFilter-SQL-AST,9000,64,2433,0.5,0,ranking_truncation,0.28747600026690634,281,1085,1085,8,0,0,0
87,antijoin,PACER-A-SQL-AST,9000,64,2433,1.0,1,none,7.095726999978069,1245,4800,4800,38,0,0,0
87,antijoin,PACER-X-SQL-AST,9000,64,2433,1.0,1,none,11.089214000094216,2433,9000,9000,64,1,0,0
88,range,ExactSQL-AST,9000,64,757,1.0,1,none,0.34316799974476453,757,9000,9000,0,1,0,0
88,range,PostFilter-SQL-AST,9000,64,757,0.7,0,ranking_truncation,0.23267599954124307,151,1279,1279,8,0,0,0
88,range,PACER-A-SQL-AST,9000,64,757,0.9,0,ranking_truncation,4.3870469999092165,470,4800,4800,33,0,0,0
88,range,PACER-X-SQL-AST,9000,64,757,1.0,1,none,7.7333030003501335,757,9000,9000,64,1,0,0
89,mixed,ExactSQL-AST,9000,64,2211,1.0,1,none,0.5049040000812965,2211,9000,9000,0,1,0,0
89,mixed,PostFilter-SQL-AST,9000,64,2211,1.0,1,none,0.26422800056025153,299,998,998,8,0,0,0
89,mixed,PACER-A-SQL-AST,9000,64,2211,1.0,1,none,5.720406000364164,1278,4800,4800,36,0,0,0
89,mixed,PACER-X-SQL-AST,9000,64,2211,1.0,1,none,8.32901200010383,2211,9000,9000,64,1,0,0
90,dnf,ExactSQL-AST,9000,64,489,1.0,1,none,0.7826850005585584,489,9000,9000,0,1,0,0
90,dnf,PostFilter-SQL-AST,9000,64,489,0.9,0,ranking_truncation,0.3197010000803857,127,1149,1149,8,0,0,0
90,dnf,PACER-A-SQL-AST,9000,64,489,1.0,1,none,7.963744999869959,275,4800,4800,34,0,0,0
90,dnf,PACER-X-SQL-AST,9000,64,489,1.0,1,none,17.946761000530387,489,9000,9000,64,1,0,0
91,semijoin,ExactSQL-AST,9000,64,203,1.0,1,none,0.35792900052911136,203,9000,9000,0,1,0,0
91,semijoin,PostFilter-SQL-AST,9000,64,203,0.7,0,ranking_truncation,0.21627999922202434,24,1522,1522,8,0,0,0
91,semijoin,PACER-A-SQL-AST,9000,64,203,0.9,0,ranking_truncation,4.436872999576735,102,4800,4800,32,0,0,0
91,semijoin,PACER-X-SQL-AST,9000,64,203,1.0,1,none,8.219755000027362,203,9000,9000,64,1,0,0
92,antijoin,ExactSQL-AST,9000,64,2170,1.0,1,none,0.7419829998980276,2170,9000,9000,0,1,0,0
92,antijoin,PostFilter-SQL-AST,9000,64,2170,0.8,0,ranking_truncation,0.3417650004848838,432,1472,1472,8,0,0,0
92,antijoin,PACER-A-SQL-AST,9000,64,2170,1.0,1,none,5.878648999896541,1214,4800,4800,33,0,0,0
92,antijoin,PACER-X-SQL-AST,9000,64,2170,1.0,1,none,10.574755999186891,2170,9000,9000,64,1,0,0
93,range,ExactSQL-AST,9000,64,624,1.0,1,none,0.40447099945595255,624,9000,9000,0,1,0,0
93,range,PostFilter-SQL-AST,9000,64,624,0.4,0,ranking_truncation,0.17948400000022957,60,951,951,8,0,0,0
93,range,PACER-A-SQL-AST,9000,64,624,0.9,0,ranking_truncation,4.200104000119609,291,4800,4800,35,0,0,0
93,range,PACER-X-SQL-AST,9000,64,624,1.0,1,none,7.630244000210951,624,9000,9000,64,1,0,0
94,mixed,ExactSQL-AST,9000,64,2084,1.0,1,none,0.5528110004888731,2084,9000,9000,0,1,0,0
94,mixed,PostFilter-SQL-AST,9000,64,2084,0.9,0,ranking_truncation,0.2493900001354632,400,1046,1046,8,0,0,0
94,mixed,PACER-A-SQL-AST,9000,64,2084,1.0,1,none,4.808810999747948,1178,4800,4800,35,0,0,0
94,mixed,PACER-X-SQL-AST,9000,64,2084,1.0,1,none,8.73838700044871,2084,9000,9000,64,1,0,0
95,dnf,ExactSQL-AST,9000,64,356,1.0,1,none,0.752386999920418,356,9000,9000,0,1,0,0
95,dnf,PostFilter-SQL-AST,9000,64,356,1.0,1,none,0.3195039998900029,83,1340,1340,8,0,0,0
95,dnf,PACER-A-SQL-AST,9000,64,356,1.0,1,none,7.262995999553823,241,4800,4800,32,0,0,0
95,dnf,PACER-X-SQL-AST,9000,64,356,1.0,1,none,14.088657999309362,356,9000,9000,64,1,0,0
96,semijoin,ExactSQL-AST,9000,64,199,1.0,1,none,0.5530839998755255,199,9000,9000,0,1,0,0
96,semijoin,PostFilter-SQL-AST,9000,64,199,0.5,0,ranking_truncation,0.2618990001792554,25,1054,1054,8,0,0,0
96,semijoin,PACER-A-SQL-AST,9000,64,199,0.9,0,ranking_truncation,5.738487999224162,117,4800,4800,33,0,0,0
96,semijoin,PACER-X-SQL-AST,9000,64,199,1.0,1,none,10.518542000681919,199,9000,9000,64,1,0,0
97,antijoin,ExactSQL-AST,9000,64,2478,1.0,1,none,0.7332139994105091,2478,9000,9000,0,1,0,0
97,antijoin,PostFilter-SQL-AST,9000,64,2478,1.0,1,none,0.262886000200524,270,1041,1041,8,0,0,0
97,antijoin,PACER-A-SQL-AST,9000,64,2478,1.0,1,none,5.867053999281779,1369,4800,4800,37,0,0,0
97,antijoin,PACER-X-SQL-AST,9000,64,2478,1.0,1,none,10.065024999676098,2478,9000,9000,64,1,0,0
98,range,ExactSQL-AST,9000,64,764,1.0,1,none,0.33095500020863255,764,9000,9000,0,1,0,0
98,range,PostFilter-SQL-AST,9000,64,764,1.0,1,none,0.17449700044380734,71,1247,1247,8,0,0,0
98,range,PACER-A-SQL-AST,9000,64,764,1.0,1,none,3.832512999906612,296,4800,4800,33,0,0,0
98,range,PACER-X-SQL-AST,9000,64,764,1.0,1,none,7.044457999654696,764,9000,9000,64,1,0,0
99,mixed,ExactSQL-AST,9000,64,2264,1.0,1,none,0.49831300020741764,2264,9000,9000,0,1,0,0
99,mixed,PostFilter-SQL-AST,9000,64,2264,0.9,0,ranking_truncation,0.2127679999830434,286,1247,1247,8,0,0,0
99,mixed,PACER-A-SQL-AST,9000,64,2264,0.9,0,ranking_truncation,4.315631000281428,1085,4800,4800,33,0,0,0
99,mixed,PACER-X-SQL-AST,9000,64,2264,1.0,1,none,8.523757999682857,2264,9000,9000,64,1,0,0
100,dnf,ExactSQL-AST,9000,64,400,1.0,1,none,0.7076419997247285,400,9000,9000,0,1,0,0
100,dnf,PostFilter-SQL-AST,9000,64,400,0.6,0,ranking_truncation,0.31138699978328077,80,1099,1099,8,0,0,0
100,dnf,PACER-A-SQL-AST,9000,64,400,1.0,1,none,7.370647999778157,272,4800,4800,33,0,0,1
100,dnf,PACER-X-SQL-AST,9000,64,400,1.0,1,none,13.745770000241464,400,8960,8960,63,1,0,1
101,semijoin,ExactSQL-AST,9000,64,188,1.0,1,none,0.26529000024311244,188,9000,9000,0,1,0,0
101,semijoin,PostFilter-SQL-AST,9000,64,188,0.7,0,ranking_truncation,0.20479399972828105,28,1310,1310,8,0,0,0
101,semijoin,PACER-A-SQL-AST,9000,64,188,1.0,1,none,3.7353000006987713,78,4800,4800,34,0,0,0
101,semijoin,PACER-X-SQL-AST,9000,64,188,1.0,1,none,6.951723999918613,188,9000,9000,64,1,0,0
102,antijoin,ExactSQL-AST,9000,64,2061,1.0,1,none,0.8544960001017898,2061,9000,9000,0,1,0,0
102,antijoin,PostFilter-SQL-AST,9000,64,2061,0.8,0,ranking_truncation,0.4406020007081679,272,1255,1255,8,0,0,0
102,antijoin,PACER-A-SQL-AST,9000,64,2061,1.0,1,none,6.909024999913527,1126,4800,4800,32,0,0,0
102,antijoin,PACER-X-SQL-AST,9000,64,2061,1.0,1,none,11.05783699949825,2061,9000,9000,64,1,0,0
103,range,ExactSQL-AST,9000,64,498,1.0,1,none,0.36843799989583204,498,9000,9000,0,1,0,0
103,range,PostFilter-SQL-AST,9000,64,498,0.1,0,ranking_truncation,0.1722880006127525,47,1267,1267,8,0,0,0
103,range,PACER-A-SQL-AST,9000,64,498,0.9,0,ranking_truncation,4.085274999852118,280,4800,4800,34,0,0,0
103,range,PACER-X-SQL-AST,9000,64,498,1.0,1,none,7.417077000354766,498,9000,9000,64,1,0,0
104,mixed,ExactSQL-AST,9000,64,2385,1.0,1,none,0.5517350000445731,2385,9000,9000,0,1,0,0
104,mixed,PostFilter-SQL-AST,9000,64,2385,0.7,0,ranking_truncation,0.23733099988021422,399,1241,1241,8,0,0,0
104,mixed,PACER-A-SQL-AST,9000,64,2385,1.0,1,none,4.6978440004750155,1280,4800,4800,35,0,0,0
104,mixed,PACER-X-SQL-AST,9000,64,2385,1.0,1,none,8.122365999952308,2385,9000,9000,64,1,0,0
105,dnf,ExactSQL-AST,9000,64,446,1.0,1,none,0.7453569996869192,446,9000,9000,0,1,0,0
105,dnf,PostFilter-SQL-AST,9000,64,446,0.6,0,ranking_truncation,0.32371799989050487,45,1033,1033,8,0,0,0
105,dnf,PACER-A-SQL-AST,9000,64,446,0.9,0,ranking_truncation,7.346610999775294,205,4800,4800,34,0,0,0
105,dnf,PACER-X-SQL-AST,9000,64,446,1.0,1,none,13.256347999231366,446,9000,9000,64,1,0,0
106,semijoin,ExactSQL-AST,9000,64,172,1.0,1,none,0.34189799953310285,172,9000,9000,0,1,0,0
106,semijoin,PostFilter-SQL-AST,9000,64,172,0.5,0,ranking_truncation,0.1677879999988363,16,1092,1092,8,0,0,0
106,semijoin,PACER-A-SQL-AST,9000,64,172,1.0,1,none,3.469459000370989,88,4800,4800,32,0,0,0
106,semijoin,PACER-X-SQL-AST,9000,64,172,1.0,1,none,6.657065999206679,172,9000,9000,64,1,0,0
107,antijoin,ExactSQL-AST,9000,64,2237,1.0,1,none,0.6729130000167061,2237,9000,9000,0,1,0,0
107,antijoin,PostFilter-SQL-AST,9000,64,2237,0.8,0,ranking_truncation,0.23576300009153783,248,942,942,8,0,0,0
107,antijoin,PACER-A-SQL-AST,9000,64,2237,0.9,0,ranking_truncation,5.351279000024078,1185,4800,4800,36,0,0,0
107,antijoin,PACER-X-SQL-AST,9000,64,2237,1.0,1,none,9.559023000292655,2237,9000,9000,64,1,0,0
108,range,ExactSQL-AST,9000,64,823,1.0,1,none,0.3521650005495758,823,9000,9000,0,1,0,0
108,range,PostFilter-SQL-AST,9000,64,823,0.6,0,ranking_truncation,0.17522800044389442,105,1327,1327,8,0,0,0
108,range,PACER-A-SQL-AST,9000,64,823,1.0,1,none,5.391170999246242,532,4800,4800,34,0,0,0
108,range,PACER-X-SQL-AST,9000,64,823,1.0,1,none,10.192776999247144,823,9000,9000,64,1,0,0
109,mixed,ExactSQL-AST,9000,64,2902,1.0,1,none,0.5349919993022922,2902,9000,9000,0,1,0,0
109,mixed,PostFilter-SQL-AST,9000,64,2902,0.9,0,ranking_truncation,0.22349300070345635,319,994,994,8,0,0,0
109,mixed,PACER-A-SQL-AST,9000,64,2902,1.0,1,none,4.690896999818506,1571,4800,4800,35,0,0,0
109,mixed,PACER-X-SQL-AST,9000,64,2902,1.0,1,none,9.970525999960955,2902,9000,9000,64,1,0,0
110,dnf,ExactSQL-AST,9000,64,517,1.0,1,none,0.7112880002750899,517,9000,9000,0,1,0,0
110,dnf,PostFilter-SQL-AST,9000,64,517,0.6,0,ranking_truncation,0.30762999995204154,47,1134,1134,8,0,0,0
110,dnf,PACER-A-SQL-AST,9000,64,517,0.9,0,ranking_truncation,7.584551000036299,241,4800,4800,36,0,0,0
110,dnf,PACER-X-SQL-AST,9000,64,517,1.0,1,none,13.29652700042061,517,9000,9000,64,1,0,0
111,semijoin,ExactSQL-AST,9000,64,184,1.0,1,none,0.32079199991130736,184,9000,9000,0,1,0,0
111,semijoin,PostFilter-SQL-AST,9000,64,184,0.9,0,ranking_truncation,0.21962699975119904,40,1271,1271,8,0,0,0
111,semijoin,PACER-A-SQL-AST,9000,64,184,1.0,1,none,3.5357850001673796,98,4800,4800,33,0,0,0
111,semijoin,PACER-X-SQL-AST,9000,64,184,1.0,1,none,6.634957999267499,184,9000,9000,64,1,0,0
