query_id,kind,method,n,dim,visible_count,recall_at_k,secure_topk_exact,failure_mode,latency_ms,candidates,raw_candidates,policy_checks,visited_cluster_count,certified,certificate_false_positive,summary_pruned_clusters
112,antijoin,ExactSQL-AST,9000,64,2581,1.0,1,none,0.7056399999783025,2581,9000,9000,0,1,0,0
112,antijoin,PostFilter-SQL-AST,9000,64,2581,0.9,0,ranking_truncation,0.2685630006453721,353,1210,1210,8,0,0,0
112,antijoin,PACER-A-SQL-AST,9000,64,2581,1.0,1,none,5.214364999119425,1303,4800,4800,34,0,0,0
112,antijoin,PACER-X-SQL-AST,9000,64,2581,1.0,1,none,10.181183999520727,2581,9000,9000,64,1,0,0
113,range,ExactSQL-AST,9000,64,702,1.0,1,none,0.3115210001851665,702,9000,9000,0,1,0,0
113,range,PostFilter-SQL-AST,9000,64,702,0.9,0,ranking_truncation,0.170964999597345,121,1087,1087,8,0,0,0
113,range,PACER-A-SQL-AST,9000,64,702,1.0,1,none,3.818410999883781,418,4800,4800,33,0,0,0
113,range,PACER-X-SQL-AST,9000,64,702,1.0,1,none,6.932238999979745,702,9000,9000,64,1,0,0
114,mixed,ExactSQL-AST,9000,64,3024,1.0,1,none,0.5384430005506147,3024,9000,9000,0,1,0,0
114,mixed,PostFilter-SQL-AST,9000,64,3024,0.7,0,ranking_truncation,0.21229300000413787,285,983,983,8,0,0,0
114,mixed,PACER-A-SQL-AST,9000,64,3024,0.9,0,ranking_truncation,4.416628000399214,1676,4800,4800,35,0,0,0
114,mixed,PACER-X-SQL-AST,9000,64,3024,1.0,1,none,10.56684699960897,3024,9000,9000,64,1,0,0
115,dnf,ExactSQL-AST,9000,64,347,1.0,1,none,0.8759100001043407,347,9000,9000,0,1,0,0
115,dnf,PostFilter-SQL-AST,9000,64,347,1.0,1,none,0.34366900035820436,52,998,998,8,0,0,0
115,dnf,PACER-A-SQL-AST,9000,64,347,1.0,1,none,7.657250999727694,167,4800,4800,33,0,0,0
115,dnf,PACER-X-SQL-AST,9000,64,347,1.0,1,none,14.90810099949158,347,9000,9000,64,1,0,0
116,semijoin,ExactSQL-AST,9000,64,173,1.0,1,none,0.3364650001458358,173,9000,9000,0,1,0,0
116,semijoin,PostFilter-SQL-AST,9000,64,173,0.2,0,ranking_truncation,0.16754599982959917,14,705,705,8,0,0,0
116,semijoin,PACER-A-SQL-AST,9000,64,173,0.7,0,ranking_truncation,4.291083999305556,78,4800,4800,38,0,0,0
116,semijoin,PACER-X-SQL-AST,9000,64,173,1.0,1,none,8.020348999707494,173,9000,9000,64,1,0,0
117,antijoin,ExactSQL-AST,9000,64,2290,1.0,1,none,0.6787370002712123,2290,9000,9000,0,1,0,0
117,antijoin,PostFilter-SQL-AST,9000,64,2290,0.6,0,ranking_truncation,0.24784500055829994,189,875,875,8,0,0,0
117,antijoin,PACER-A-SQL-AST,9000,64,2290,0.9,0,ranking_truncation,5.939225000474835,1267,4800,4800,35,0,0,0
117,antijoin,PACER-X-SQL-AST,9000,64,2290,1.0,1,none,10.567911000180175,2290,9000,9000,64,1,0,0
118,range,ExactSQL-AST,9000,64,882,1.0,1,none,0.34971300010511186,882,9000,9000,0,1,0,0
118,range,PostFilter-SQL-AST,9000,64,882,0.7,0,ranking_truncation,0.21888199989916757,99,1124,1124,8,0,0,0
118,range,PACER-A-SQL-AST,9000,64,882,1.0,1,none,4.260454000359459,490,4800,4800,34,0,0,0
118,range,PACER-X-SQL-AST,9000,64,882,1.0,1,none,7.686490999731177,882,9000,9000,64,1,0,0
119,mixed,ExactSQL-AST,9000,64,2167,1.0,1,none,0.5569750001086504,2167,9000,9000,0,1,0,0
119,mixed,PostFilter-SQL-AST,9000,64,2167,1.0,1,none,0.2600349998829188,406,1341,1341,8,0,0,0
119,mixed,PACER-A-SQL-AST,9000,64,2167,1.0,1,none,5.043514999670151,1199,4800,4800,36,0,0,0
119,mixed,PACER-X-SQL-AST,9000,64,2167,1.0,1,none,9.094674000152736,2167,9000,9000,64,1,0,0
120,dnf,ExactSQL-AST,9000,64,331,1.0,1,none,0.76516800072568,331,9000,9000,0,1,0,0
120,dnf,PostFilter-SQL-AST,9000,64,331,0.8,0,ranking_truncation,0.3619819999585161,46,1050,1050,8,0,0,0
120,dnf,PACER-A-SQL-AST,9000,64,331,1.0,1,none,7.875997000155621,207,4800,4800,33,0,0,0
120,dnf,PACER-X-SQL-AST,9000,64,331,1.0,1,none,14.955515000110609,331,9000,9000,64,1,0,0
121,semijoin,ExactSQL-AST,9000,64,165,1.0,1,none,0.42887800009339117,165,9000,9000,0,1,0,0
121,semijoin,PostFilter-SQL-AST,9000,64,165,0.4,0,ranking_truncation,0.18767500023386674,22,1239,1239,8,0,0,0
121,semijoin,PACER-A-SQL-AST,9000,64,165,0.8,0,ranking_truncation,4.02521500018338,79,4800,4800,33,0,0,0
121,semijoin,PACER-X-SQL-AST,9000,64,165,1.0,1,none,7.4239859995941515,165,9000,9000,64,1,0,0
122,antijoin,ExactSQL-AST,9000,64,2046,1.0,1,none,0.7244749995152233,2046,9000,9000,0,1,0,0
122,antijoin,PostFilter-SQL-AST,9000,64,2046,0.5,0,ranking_truncation,0.3177409998897929,219,961,961,8,0,0,0
122,antijoin,PACER-A-SQL-AST,9000,64,2046,1.0,1,none,5.968555999970704,1051,4800,4800,34,0,0,0
122,antijoin,PACER-X-SQL-AST,9000,64,2046,1.0,1,none,10.131504000128189,2046,9000,9000,64,1,0,0
123,range,ExactSQL-AST,9000,64,597,1.0,1,none,0.3885160003846977,597,9000,9000,0,1,0,0
123,range,PostFilter-SQL-AST,9000,64,597,0.7,0,ranking_truncation,0.1847200001066085,90,1274,1274,8,0,0,0
123,range,PACER-A-SQL-AST,9000,64,597,1.0,1,none,4.038871999910043,360,4800,4800,34,0,0,0
123,range,PACER-X-SQL-AST,9000,64,597,1.0,1,none,7.13723300032143,597,9000,9000,64,1,0,0
124,mixed,ExactSQL-AST,9000,64,2241,1.0,1,none,0.5110490001243306,2241,9000,9000,0,1,0,0
124,mixed,PostFilter-SQL-AST,9000,64,2241,1.0,1,none,0.22828500004834495,312,1352,1352,8,0,0,0
124,mixed,PACER-A-SQL-AST,9000,64,2241,1.0,1,none,4.647404000024835,1340,4800,4800,33,0,0,0
124,mixed,PACER-X-SQL-AST,9000,64,2241,1.0,1,none,8.338278999872273,2241,9000,9000,64,1,0,0
125,dnf,ExactSQL-AST,9000,64,385,1.0,1,none,0.6690999998681946,385,9000,9000,0,1,0,0
125,dnf,PostFilter-SQL-AST,9000,64,385,0.9,0,ranking_truncation,0.2905649998865556,47,941,941,8,0,0,0
125,dnf,PACER-A-SQL-AST,9000,64,385,1.0,1,none,7.583341000099608,214,4800,4800,35,0,0,0
125,dnf,PACER-X-SQL-AST,9000,64,385,1.0,1,none,15.051525000671973,385,9000,9000,64,1,0,0
126,semijoin,ExactSQL-AST,9000,64,186,1.0,1,none,0.5385290005506249,186,9000,9000,0,1,0,0
126,semijoin,PostFilter-SQL-AST,9000,64,186,0.8,0,ranking_truncation,0.2592629998616758,41,1072,1072,8,0,0,0
126,semijoin,PACER-A-SQL-AST,9000,64,186,0.9,0,ranking_truncation,4.6975400000519585,109,4800,4800,37,0,0,0
126,semijoin,PACER-X-SQL-AST,9000,64,186,1.0,1,none,7.08815300004062,186,9000,9000,64,1,0,0
127,antijoin,ExactSQL-AST,9000,64,1978,1.0,1,none,0.6718750000800355,1978,9000,9000,0,1,0,0
127,antijoin,PostFilter-SQL-AST,9000,64,1978,0.9,0,ranking_truncation,0.2740399995673215,206,1014,1014,8,0,0,0
127,antijoin,PACER-A-SQL-AST,9000,64,1978,0.9,0,ranking_truncation,6.203979000019899,1015,4800,4800,36,0,0,0
127,antijoin,PACER-X-SQL-AST,9000,64,1978,1.0,1,none,10.468520000358694,1978,9000,9000,64,1,0,0
128,range,ExactSQL-AST,9000,64,728,1.0,1,none,0.31720799961476587,728,9000,9000,0,1,0,0
128,range,PostFilter-SQL-AST,9000,64,728,1.0,1,none,0.1739429999361164,142,1160,1160,8,0,0,0
128,range,PACER-A-SQL-AST,9000,64,728,1.0,1,none,4.562344999612833,467,4800,4800,39,0,0,0
128,range,PACER-X-SQL-AST,9000,64,728,1.0,1,none,7.009202000517689,728,9000,9000,64,1,0,0
129,mixed,ExactSQL-AST,9000,64,2218,1.0,1,none,0.5508220001502195,2218,9000,9000,0,1,0,0
129,mixed,PostFilter-SQL-AST,9000,64,2218,0.8,0,ranking_truncation,0.2252890008094255,289,1038,1038,8,0,0,0
129,mixed,PACER-A-SQL-AST,9000,64,2218,1.0,1,none,4.526869999608607,1308,4800,4800,34,0,0,0
129,mixed,PACER-X-SQL-AST,9000,64,2218,1.0,1,none,7.97601699923689,2218,9000,9000,64,1,0,0
130,dnf,ExactSQL-AST,9000,64,317,1.0,1,none,0.7284269995579962,317,9000,9000,0,1,0,0
130,dnf,PostFilter-SQL-AST,9000,64,317,0.8,0,ranking_truncation,0.3149330004816875,65,1321,1321,8,0,0,0
130,dnf,PACER-A-SQL-AST,9000,64,317,1.0,1,none,7.481517999622156,202,4800,4800,32,0,0,0
130,dnf,PACER-X-SQL-AST,9000,64,317,1.0,1,none,17.9554480000661,317,9000,9000,64,1,0,0
131,semijoin,ExactSQL-AST,9000,64,166,1.0,1,none,0.2942500004792237,166,9000,9000,0,1,0,0
131,semijoin,PostFilter-SQL-AST,9000,64,166,0.6,0,ranking_truncation,0.16921099995670374,29,1335,1335,8,0,0,0
131,semijoin,PACER-A-SQL-AST,9000,64,166,1.0,1,none,3.8379100005840883,110,4800,4800,32,0,0,0
131,semijoin,PACER-X-SQL-AST,9000,64,166,1.0,1,none,9.224215000358527,166,9000,9000,64,1,0,0
132,antijoin,ExactSQL-AST,9000,64,2570,1.0,1,none,0.8393039997827145,2570,9000,9000,0,1,0,0
132,antijoin,PostFilter-SQL-AST,9000,64,2570,0.8,0,ranking_truncation,0.2980009994644206,274,978,978,8,0,0,0
132,antijoin,PACER-A-SQL-AST,9000,64,2570,0.9,0,ranking_truncation,7.448985000337416,1445,4800,4800,35,0,0,0
132,antijoin,PACER-X-SQL-AST,9000,64,2570,1.0,1,none,10.952005999570247,2570,9000,9000,64,1,0,0
133,range,ExactSQL-AST,9000,64,855,1.0,1,none,0.3905949997715652,855,9000,9000,0,1,0,0
133,range,PostFilter-SQL-AST,9000,64,855,0.6,0,ranking_truncation,0.17654400016908767,65,1002,1002,8,0,0,0
133,range,PACER-A-SQL-AST,9000,64,855,1.0,1,none,3.724477000105253,392,4800,4800,33,0,0,0
133,range,PACER-X-SQL-AST,9000,64,855,1.0,1,none,6.875260999549937,855,9000,9000,64,1,0,0
134,mixed,ExactSQL-AST,9000,64,1813,1.0,1,none,0.5221439996603294,1813,9000,9000,0,1,0,0
134,mixed,PostFilter-SQL-AST,9000,64,1813,1.0,1,none,0.20680200032074936,203,1028,1028,8,0,0,0
134,mixed,PACER-A-SQL-AST,9000,64,1813,1.0,1,none,4.340249999586376,877,4800,4800,34,0,0,0
134,mixed,PACER-X-SQL-AST,9000,64,1813,1.0,1,none,7.952736999868648,1813,9000,9000,64,1,0,0
135,dnf,ExactSQL-AST,9000,64,434,1.0,1,none,0.573512999835657,434,9000,9000,0,1,0,0
135,dnf,PostFilter-SQL-AST,9000,64,434,0.5,0,ranking_truncation,0.2836639996530721,60,1160,1160,8,0,0,0
135,dnf,PACER-A-SQL-AST,9000,64,434,0.9,0,ranking_truncation,7.113193999430223,188,4800,4800,32,0,0,0
135,dnf,PACER-X-SQL-AST,9000,64,434,1.0,1,none,13.131525000062538,434,9000,9000,64,1,0,0
136,semijoin,ExactSQL-AST,9000,64,247,1.0,1,none,0.3664480000225012,247,9000,9000,0,1,0,0
136,semijoin,PostFilter-SQL-AST,9000,64,247,0.8,0,ranking_truncation,0.22075000015320256,50,1541,1541,8,0,0,0
136,semijoin,PACER-A-SQL-AST,9000,64,247,1.0,1,none,5.405463999522908,144,4800,4800,28,0,0,0
136,semijoin,PACER-X-SQL-AST,9000,64,247,1.0,1,none,7.476267000129155,247,9000,9000,64,1,0,0
137,antijoin,ExactSQL-AST,9000,64,2212,1.0,1,none,0.6164930000522872,2212,9000,9000,0,1,0,0
137,antijoin,PostFilter-SQL-AST,9000,64,2212,1.0,1,none,0.2709760001380346,222,948,948,8,0,0,0
137,antijoin,PACER-A-SQL-AST,9000,64,2212,1.0,1,none,6.3229689994841465,1178,4800,4800,39,0,0,0
137,antijoin,PACER-X-SQL-AST,9000,64,2212,1.0,1,none,11.182858000211127,2212,9000,9000,64,1,0,0
138,range,ExactSQL-AST,9000,64,781,1.0,1,none,0.3716470000654226,781,9000,9000,0,1,0,0
138,range,PostFilter-SQL-AST,9000,64,781,0.4,0,ranking_truncation,0.18821400044544134,66,937,937,8,0,0,0
138,range,PACER-A-SQL-AST,9000,64,781,0.9,0,ranking_truncation,4.399886000101105,460,4800,4800,32,0,0,0
138,range,PACER-X-SQL-AST,9000,64,781,1.0,1,none,7.966884000779828,781,9000,9000,64,1,0,0
139,mixed,ExactSQL-AST,9000,64,2079,1.0,1,none,0.530254999830504,2079,9000,9000,0,1,0,0
139,mixed,PostFilter-SQL-AST,9000,64,2079,1.0,1,none,0.298975999612594,272,994,994,8,0,0,0
139,mixed,PACER-A-SQL-AST,9000,64,2079,1.0,1,none,5.26202800028841,1152,4800,4800,36,0,0,0
139,mixed,PACER-X-SQL-AST,9000,64,2079,1.0,1,none,8.69453599989356,2079,9000,9000,64,1,0,0
140,dnf,ExactSQL-AST,9000,64,253,1.0,1,none,0.7458089994543116,253,9000,9000,0,1,0,0
140,dnf,PostFilter-SQL-AST,9000,64,253,0.8,0,ranking_truncation,0.31039999976201216,44,1175,1175,8,0,0,0
140,dnf,PACER-A-SQL-AST,9000,64,253,1.0,1,none,7.589142000142601,136,4800,4800,34,0,0,0
140,dnf,PACER-X-SQL-AST,9000,64,253,1.0,1,none,14.178954999806592,253,9000,9000,64,1,0,0
141,semijoin,ExactSQL-AST,9000,64,182,1.0,1,none,0.32529600048292195,182,9000,9000,0,1,0,0
141,semijoin,PostFilter-SQL-AST,9000,64,182,1.0,1,none,0.1988849999179365,40,1328,1328,8,0,0,0
141,semijoin,PACER-A-SQL-AST,9000,64,182,1.0,1,none,3.860937999888847,99,4800,4800,32,0,0,0
141,semijoin,PACER-X-SQL-AST,9000,64,182,1.0,1,none,7.6003160002073855,182,9000,9000,64,1,0,0
142,antijoin,ExactSQL-AST,9000,64,1974,1.0,1,none,0.6659790005869581,1974,9000,9000,0,1,0,0
142,antijoin,PostFilter-SQL-AST,9000,64,1974,1.0,1,none,0.28798299990739906,217,1023,1023,8,0,0,0
142,antijoin,PACER-A-SQL-AST,9000,64,1974,1.0,1,none,6.296463000580843,1031,4800,4800,36,0,0,0
142,antijoin,PACER-X-SQL-AST,9000,64,1974,1.0,1,none,10.586632000013196,1974,9000,9000,64,1,0,0
143,range,ExactSQL-AST,9000,64,498,1.0,1,none,0.37823699949512957,498,9000,9000,0,1,0,0
143,range,PostFilter-SQL-AST,9000,64,498,0.7,0,ranking_truncation,0.1916900000651367,87,968,968,8,0,0,0
143,range,PACER-A-SQL-AST,9000,64,498,0.9,0,ranking_truncation,4.061322999405093,306,4800,4800,33,0,0,0
143,range,PACER-X-SQL-AST,9000,64,498,1.0,1,none,7.752554999569838,498,9000,9000,64,1,0,0
144,mixed,ExactSQL-AST,9000,64,2139,1.0,1,none,0.6318369996733963,2139,9000,9000,0,1,0,0
144,mixed,PostFilter-SQL-AST,9000,64,2139,1.0,1,none,0.25960899984056596,347,1113,1113,8,0,0,0
144,mixed,PACER-A-SQL-AST,9000,64,2139,1.0,1,none,4.954476000420982,1277,4800,4800,32,0,0,0
144,mixed,PACER-X-SQL-AST,9000,64,2139,1.0,1,none,11.180640000020503,2139,9000,9000,64,1,0,0
145,dnf,ExactSQL-AST,9000,64,614,1.0,1,none,0.7078179996824474,614,9000,9000,0,1,0,0
145,dnf,PostFilter-SQL-AST,9000,64,614,0.2,0,ranking_truncation,0.3704880000441335,70,1290,1290,8,0,0,0
145,dnf,PACER-A-SQL-AST,9000,64,614,0.7,0,ranking_truncation,9.618070000215084,249,4800,4800,35,0,0,0
145,dnf,PACER-X-SQL-AST,9000,64,614,1.0,1,none,13.4076290005396,614,9000,9000,64,1,0,0
146,semijoin,ExactSQL-AST,9000,64,204,1.0,1,none,0.2825699993991293,204,9000,9000,0,1,0,0
146,semijoin,PostFilter-SQL-AST,9000,64,204,0.9,0,ranking_truncation,0.16709000010450836,44,1107,1107,8,0,0,0
146,semijoin,PACER-A-SQL-AST,9000,64,204,0.9,0,ranking_truncation,3.9939680000316002,118,4800,4800,37,0,0,0
146,semijoin,PACER-X-SQL-AST,9000,64,204,1.0,1,none,6.650264999734645,204,9000,9000,64,1,0,0
147,antijoin,ExactSQL-AST,9000,64,2283,1.0,1,none,0.6626050007980666,2283,9000,9000,0,1,0,0
147,antijoin,PostFilter-SQL-AST,9000,64,2283,0.7,0,ranking_truncation,0.25976500000979286,314,1185,1185,8,0,0,0
147,antijoin,PACER-A-SQL-AST,9000,64,2283,1.0,1,none,5.504202999873087,1172,4800,4800,36,0,0,0
147,antijoin,PACER-X-SQL-AST,9000,64,2283,1.0,1,none,9.446530999412062,2283,9000,9000,64,1,0,0
148,range,ExactSQL-AST,9000,64,548,1.0,1,none,0.29478200031007873,548,9000,9000,0,1,0,0
148,range,PostFilter-SQL-AST,9000,64,548,1.0,1,none,0.15885799984971527,70,993,993,8,0,0,0
148,range,PACER-A-SQL-AST,9000,64,548,1.0,1,none,3.7952570000925334,315,4800,4800,34,0,0,0
148,range,PACER-X-SQL-AST,9000,64,548,1.0,1,none,6.940091000615212,548,9000,9000,64,1,0,0
149,mixed,ExactSQL-AST,9000,64,2327,1.0,1,none,0.5193189999772585,2327,9000,9000,0,1,0,0
149,mixed,PostFilter-SQL-AST,9000,64,2327,1.0,1,none,0.22481999985757284,318,1242,1242,8,0,0,0
149,mixed,PACER-A-SQL-AST,9000,64,2327,1.0,1,none,4.257716000211076,1350,4800,4800,33,0,0,0
149,mixed,PACER-X-SQL-AST,9000,64,2327,1.0,1,none,8.000843999980134,2327,9000,9000,64,1,0,0
150,dnf,ExactSQL-AST,9000,64,354,1.0,1,none,0.5977529999654507,354,9000,9000,0,1,0,0
150,dnf,PostFilter-SQL-AST,9000,64,354,0.7,0,ranking_truncation,0.3503359994283528,73,1299,1299,8,0,0,0
150,dnf,PACER-A-SQL-AST,9000,64,354,1.0,1,none,9.384650000356487,199,4800,4800,32,0,0,0
150,dnf,PACER-X-SQL-AST,9000,64,354,1.0,1,none,13.51987599991844,354,9000,9000,64,1,0,0
151,semijoin,ExactSQL-AST,9000,64,174,1.0,1,none,0.3436269998928765,174,9000,9000,0,1,0,0
151,semijoin,PostFilter-SQL-AST,9000,64,174,0.5,0,ranking_truncation,0.19817600059468532,28,1174,1174,8,0,0,0
151,semijoin,PACER-A-SQL-AST,9000,64,174,0.8,0,ranking_truncation,3.964954999901238,93,4800,4800,35,0,0,0
151,semijoin,PACER-X-SQL-AST,9000,64,174,1.0,1,none,6.563764999555133,174,9000,9000,64,1,0,0
152,antijoin,ExactSQL-AST,9000,64,2121,1.0,1,none,0.7094860002325731,2121,9000,9000,0,1,0,0
152,antijoin,PostFilter-SQL-AST,9000,64,2121,0.9,0,ranking_truncation,0.25046300015674205,257,1104,1104,8,0,0,0
152,antijoin,PACER-A-SQL-AST,9000,64,2121,1.0,1,none,5.343140999684692,1203,4800,4800,34,0,0,0
152,antijoin,PACER-X-SQL-AST,9000,64,2121,1.0,1,none,9.765171999788436,2121,9000,9000,64,1,0,0
153,range,ExactSQL-AST,9000,64,838,1.0,1,none,0.33039000027201837,838,9000,9000,0,1,0,0
153,range,PostFilter-SQL-AST,9000,64,838,0.6,0,ranking_truncation,0.1801449998311,169,1210,1210,8,0,0,0
153,range,PACER-A-SQL-AST,9000,64,838,0.9,0,ranking_truncation,4.002238999419205,492,4800,4800,36,0,0,0
153,range,PACER-X-SQL-AST,9000,64,838,1.0,1,none,7.0314109998435015,838,9000,9000,64,1,0,0
154,mixed,ExactSQL-AST,9000,64,3000,1.0,1,none,0.5282679994706996,3000,9000,9000,0,1,0,0
154,mixed,PostFilter-SQL-AST,9000,64,3000,0.9,0,ranking_truncation,0.22400000034394907,389,1167,1167,8,0,0,0
154,mixed,PACER-A-SQL-AST,9000,64,3000,1.0,1,none,4.323776000092039,1621,4800,4800,34,0,0,0
154,mixed,PACER-X-SQL-AST,9000,64,3000,1.0,1,none,7.94613899961405,3000,9000,9000,64,1,0,0
155,dnf,ExactSQL-AST,9000,64,323,1.0,1,none,0.7609459999002866,323,9000,9000,0,1,0,0
155,dnf,PostFilter-SQL-AST,9000,64,323,1.0,1,none,0.3384709998499602,69,1362,1362,8,0,0,0
155,dnf,PACER-A-SQL-AST,9000,64,323,1.0,1,none,6.755170999895199,159,4800,4800,32,0,0,0
155,dnf,PACER-X-SQL-AST,9000,64,323,1.0,1,none,13.075292000394256,323,9000,9000,64,1,0,0
156,semijoin,ExactSQL-AST,9000,64,230,1.0,1,none,0.2971519998027361,230,9000,9000,0,1,0,0
156,semijoin,PostFilter-SQL-AST,9000,64,230,0.8,0,ranking_truncation,0.16731300001993077,57,1323,1323,8,0,0,0
156,semijoin,PACER-A-SQL-AST,9000,64,230,1.0,1,none,3.572798999812221,147,4800,4800,31,0,0,0
156,semijoin,PACER-X-SQL-AST,9000,64,230,1.0,1,none,8.06206499964901,230,9000,9000,64,1,0,0
157,antijoin,ExactSQL-AST,9000,64,2288,1.0,1,none,0.8350589996553026,2288,9000,9000,0,1,0,0
157,antijoin,PostFilter-SQL-AST,9000,64,2288,0.7,0,ranking_truncation,0.3274850005254848,327,1115,1115,8,0,0,0
157,antijoin,PACER-A-SQL-AST,9000,64,2288,0.9,0,ranking_truncation,6.39664200025436,1061,4800,4800,35,0,0,0
157,antijoin,PACER-X-SQL-AST,9000,64,2288,1.0,1,none,10.074406000057934,2288,9000,9000,64,1,0,0
158,range,ExactSQL-AST,9000,64,721,1.0,1,none,0.3556790006769006,721,9000,9000,0,1,0,0
158,range,PostFilter-SQL-AST,9000,64,721,0.8,0,ranking_truncation,0.1725169995552278,90,1129,1129,8,0,0,0
158,range,PACER-A-SQL-AST,9000,64,721,1.0,1,none,4.185670999504509,395,4800,4800,36,0,0,0
158,range,PACER-X-SQL-AST,9000,64,721,1.0,1,none,7.291513999916788,721,9000,9000,64,1,0,0
159,mixed,ExactSQL-AST,9000,64,2186,1.0,1,none,0.48379999952885555,2186,9000,9000,0,1,0,0
159,mixed,PostFilter-SQL-AST,9000,64,2186,0.7,0,ranking_truncation,0.21880599979340332,325,1232,1232,8,0,0,0
159,mixed,PACER-A-SQL-AST,9000,64,2186,0.9,0,ranking_truncation,4.347023999798694,1057,4800,4800,33,0,0,0
159,mixed,PACER-X-SQL-AST,9000,64,2186,1.0,1,none,8.173852000254556,2186,9000,9000,64,1,0,0
