query_id,method,regime,recall_at_k,secure_topk_exact,failure_mode,policy_violations,deleted_violations,tenant_violations,latency_ms,raw_candidates,distance_evals,policy_checks,certified
66,PostFilter-IVF,narrow,0.6,0,candidate_starvation,0,0,0,2.3417630000039935,2500,2500,2500,0
66,PreFilter-IVF,narrow,1.0,1,none,0,0,0,2.1006629999646975,1326,5,1326,0
66,BitmapSlice-Exact,narrow,1.0,1,none,0,0,0,0.15062700003909413,5,5,5,1
66,PACER-A,narrow,1.0,1,none,0,0,0,0.4850789998727123,5,5,5,1
66,PACER-C,narrow,1.0,1,none,0,0,0,0.4377419998036203,5,5,5,1
66,PACER-X,narrow,1.0,1,none,0,0,0,0.37152999993850244,5,5,5,1
67,PostFilter-IVF,cold,0.0,0,candidate_starvation,0,0,0,2.3547569999209372,2500,2500,2500,0
67,PreFilter-IVF,cold,1.0,1,none,0,0,0,0.8204159998967953,214,3,214,0
67,BitmapSlice-Exact,cold,1.0,1,none,0,0,0,0.0887880000846053,3,3,3,1
67,PACER-A,cold,1.0,1,none,0,0,0,0.24321899991264218,3,3,3,1
67,PACER-C,cold,1.0,1,none,0,0,0,0.21955900001557893,3,3,3,1
67,PACER-X,cold,1.0,1,none,0,0,0,0.20766100010405353,3,3,3,1
68,PostFilter-IVF,broad,1.0,1,none,0,0,0,2.7771710001616157,2500,2500,2500,0
68,PreFilter-IVF,broad,1.0,1,none,0,0,0,6.109157000082632,2959,428,2959,0
68,BitmapSlice-Exact,broad,1.0,1,none,0,0,0,2.780030000167244,905,775,905,1
68,PACER-A,broad,1.0,1,none,0,0,0,6.674898000028406,905,905,905,1
68,PACER-C,broad,1.0,1,none,0,0,0,9.111077999932604,905,905,905,1
68,PACER-X,broad,1.0,1,none,0,0,0,9.09148699997786,905,905,905,1
69,PostFilter-IVF,medium,1.0,1,none,0,0,0,2.343709999877319,2342,2342,2342,0
69,PreFilter-IVF,medium,1.0,1,none,0,0,0,2.17250800005786,766,9,766,0
69,BitmapSlice-Exact,medium,1.0,1,none,0,0,0,0.12007600003016705,12,9,12,1
69,PACER-A,medium,1.0,1,none,0,0,0,0.4066310000325757,12,12,12,1
69,PACER-C,medium,1.0,1,none,0,0,0,0.35720300002139993,12,12,12,1
69,PACER-X,medium,1.0,1,none,0,0,0,0.3040890001102525,12,12,12,1
70,PostFilter-IVF,narrow,1.0,1,none,0,0,0,2.343637000194576,2500,2500,2500,0
70,PreFilter-IVF,narrow,1.0,1,none,0,0,0,0.7395469999664783,428,2,428,0
70,BitmapSlice-Exact,narrow,1.0,1,none,0,0,0,0.09067400014828308,4,2,4,1
70,PACER-A,narrow,1.0,1,none,0,0,0,0.3886370000145689,4,4,4,1
70,PACER-C,narrow,1.0,1,none,0,0,0,0.26196500016339996,4,4,4,1
70,PACER-X,narrow,1.0,1,none,0,0,0,0.23990099998627556,4,4,4,1
71,PostFilter-IVF,cold,0.0,0,candidate_starvation,0,0,0,2.222212999868134,2500,2500,2500,0
71,PreFilter-IVF,cold,1.0,1,none,0,0,0,0.6524649998027598,235,5,235,0
71,BitmapSlice-Exact,cold,1.0,1,none,0,0,0,0.15209000002869288,5,5,5,1
71,PACER-A,cold,1.0,1,none,0,0,0,0.34020900011455524,5,5,5,1
71,PACER-C,cold,1.0,1,none,0,0,0,0.23836900004425843,5,5,5,1
71,PACER-X,cold,1.0,1,none,0,0,0,0.31973399995877116,5,5,5,1
