query_id,regime,correlation,method,budget,recall_at_k,secure_topk_exact,latency_ms,candidates,raw_candidates,distance_evals,policy_checks,policy_violations,deleted_violations,tenant_violations,certified
0,broad,positive,PostFilter-IVF,150,0.7,0,0.6271199999901,55,150,150,150,0,0,0,0
0,broad,positive,AdaptivePostFilter-IVF,150,0.3,0,0.2090670000143291,26,150,150,150,0,0,0,0
0,broad,positive,PACER-A,150,0.5,0,1.0031279998656828,133,150,150,150,0,0,0,0
1,medium,positive,PostFilter-IVF,150,0.6,0,0.40315700016435585,6,150,150,150,0,0,0,0
1,medium,positive,AdaptivePostFilter-IVF,150,0.2,0,0.18946399995911634,4,150,150,150,0,0,0,0
1,medium,positive,PACER-A,150,0.9,0,2.8024200000800192,134,150,150,150,0,0,0,0
2,narrow,positive,PostFilter-IVF,150,0.2,0,0.3697749998536892,1,150,150,150,0,0,0,0
2,narrow,positive,AdaptivePostFilter-IVF,150,0.4,0,0.19353300012880936,2,150,150,150,0,0,0,0
2,narrow,positive,PACER-A,150,1.0,1,0.37018100010755006,5,5,5,5,0,0,0,1
3,cold,positive,PostFilter-IVF,150,1.0,1,0.49422900019635563,1,150,150,150,0,0,0,0
3,cold,positive,AdaptivePostFilter-IVF,150,1.0,1,0.20334200007710024,1,150,150,150,0,0,0,0
3,cold,positive,PACER-A,150,1.0,1,0.15751999990243348,1,1,1,1,0,0,0,1
4,broad,positive,PostFilter-IVF,150,0.9,0,0.3210889999536448,94,150,150,150,0,0,0,0
4,broad,positive,AdaptivePostFilter-IVF,150,0.5,0,0.3018880001945945,79,150,150,150,0,0,0,0
4,broad,positive,PACER-A,150,0.3,0,0.8146189998115005,137,150,150,150,0,0,0,0
5,medium,positive,PostFilter-IVF,150,0.4,0,0.35934000015913625,4,150,150,150,0,0,0,0
5,medium,positive,AdaptivePostFilter-IVF,150,0.4,0,0.3230140000596293,5,150,150,150,0,0,0,0
5,medium,positive,PACER-A,150,1.0,1,2.9226730002847034,142,150,150,150,0,0,0,0
6,narrow,positive,PostFilter-IVF,150,0.25,0,0.45221600021250197,1,150,150,150,0,0,0,0
6,narrow,positive,AdaptivePostFilter-IVF,150,0.25,0,0.22628200031249435,1,150,150,150,0,0,0,0
6,narrow,positive,PACER-A,150,1.0,1,0.3693479998219118,4,4,4,4,0,0,0,1
7,cold,positive,PostFilter-IVF,150,0.3333333333333333,0,0.4008659998362418,1,150,150,150,0,0,0,0
7,cold,positive,AdaptivePostFilter-IVF,150,1.0,1,0.16003000018827152,3,150,150,150,0,0,0,0
7,cold,positive,PACER-A,150,1.0,1,0.1573409999764408,3,3,3,3,0,0,0,1
8,broad,positive,PostFilter-IVF,150,0.9,0,0.4257259997757501,53,150,150,150,0,0,0,0
